20:31:21.072 > Starting HX711 dual-example (Teensy + Adafruit HX711)
20:31:21.072 > Scale 1 is busy...
20:31:21.072 > Scale 2 is busy...
20:31:21.072 > Scale 1 is busy...
20:31:21.072 > Scale 2 is busy...
20:31:21.094 > Scale 1 is busy...
20:31:21.094 > Scale 2 is busy...
20:31:21.104 > Scale 1 is busy...
20:31:21.104 > Scale 2 is busy...
20:31:21.114 > Scale 1 is busy...
20:31:21.114 > Scale 2 is busy...
20:31:21.124 > Scale 1 is busy...
20:31:21.124 > Scale 2 is busy...
20:31:21.134 > Scale 1 is busy...
20:31:21.134 > Scale 2 is busy...
20:31:21.154 > READ_CSV,time_ms,loadcell,grams,raw,scale,tare,throttle
20:32:05.817 > READ_CSV,50186,3,56.065,0,52.233700,0,0.006
20:32:05.828 > READ_CSV,50199,1,64.671,155745,52.233700,152367,0.007
20:32:05.828 > READ_CSV,50199,2,47.938,40273,52.233700,37769,0.007
20:32:05.828 > READ_CSV,50199,3,56.305,0,52.233700,0,0.007
20:32:05.842 > READ_CSV,50211,1,64.211,155721,52.233700,152367,0.007
20:32:05.843 > READ_CSV,50211,2,46.139,40179,52.233700,37769,0.007
20:32:05.843 > READ_CSV,50211,3,55.175,0,52.233700,0,0.007
20:32:05.855 > READ_CSV,50224,1,63.044,155660,52.233700,152367,0.008
20:32:05.855 > READ_CSV,50224,2,47.804,40266,52.233700,37769,0.008
20:32:05.855 > READ_CSV,50224,3,55.424,0,52.233700,0,0.008
20:32:05.867 > READ_CSV,50236,1,63.599,155689,52.233700,152367,0.008
20:32:05.867 > READ_CSV,50236,2,48.111,40282,52.233700,37769,0.008
20:32:05.867 > READ_CSV,50236,3,55.855,0,52.233700,0,0.008
20:32:05.880 > READ_CSV,50249,1,67.983,155918,52.233700,152367,0.009
20:32:05.880 > READ_CSV,50249,2,48.455,40300,52.233700,37769,0.009
20:32:05.880 > READ_CSV,50249,3,58.219,0,52.233700,0,0.009
20:32:05.892 > READ_CSV,50261,1,68.117,155925,52.233700,152367,0.009
20:32:05.893 > READ_CSV,50261,2,45.507,40146,52.233700,37769,0.009
20:32:05.893 > READ_CSV,50261,3,56.812,0,52.233700,0,0.009
20:32:05.905 > READ_CSV,50274,1,63.656,155692,52.233700,152367,0.010
20:32:05.905 > READ_CSV,50274,2,46.828,40215,52.233700,37769,0.010
20:32:05.905 > READ_CSV,50274,3,55.242,0,52.233700,0,0.010
20:32:05.917 > READ_CSV,50286,1,61.187,155563,52.233700,152367,0.010
20:32:05.918 > READ_CSV,50286,2,44.990,40119,52.233700,37769,0.010
20:32:05.918 > READ_CSV,50286,3,53.088,0,52.233700,0,0.010
20:32:05.929 > READ_CSV,50299,1,67.830,155910,52.233700,152367,0.011
20:32:05.930 > READ_CSV,50299,2,46.828,40215,52.233700,37769,0.011
20:32:05.930 > READ_CSV,50299,3,57.329,0,52.233700,0,0.011
20:32:05.942 > READ_CSV,50311,1,69.151,155979,52.233700,152367,0.011
20:32:05.942 > READ_CSV,50311,2,47.096,40229,52.233700,37769,0.011
20:32:05.942 > READ_CSV,50311,3,58.123,0,52.233700,0,0.011
20:32:05.955 > READ_CSV,50324,1,66.164,155823,52.233700,152367,0.012
20:32:05.955 > READ_CSV,50324,2,45.775,40160,52.233700,37769,0.012
20:32:05.955 > READ_CSV,50324,3,55.970,0,52.233700,0,0.012
20:32:05.967 > READ_CSV,50336,1,62.986,155657,52.233700,152367,0.012
20:32:05.967 > READ_CSV,50336,2,51.193,40443,52.233700,37769,0.012
20:32:05.967 > READ_CSV,50336,3,57.090,0,52.233700,0,0.012
20:32:05.979 > READ_CSV,50349,1,65.705,155799,52.233700,152367,0.013
20:32:05.980 > READ_CSV,50349,2,48.264,40290,52.233700,37769,0.013
20:32:05.980 > READ_CSV,50349,3,56.984,0,52.233700,0,0.013
20:32:05.992 > READ_CSV,50361,1,66.873,155860,52.233700,152367,0.013
20:32:05.992 > READ_CSV,50361,2,46.196,40182,52.233700,37769,0.013
20:32:05.992 > READ_CSV,50361,3,56.534,0,52.233700,0,0.013
20:32:06.005 > READ_CSV,50374,1,64.709,155747,52.233700,152367,0.014
20:32:06.005 > READ_CSV,50374,2,45.296,40135,52.233700,37769,0.014
20:32:06.005 > READ_CSV,50374,3,55.003,0,52.233700,0,0.014
20:32:06.017 > READ_CSV,50386,1,65.303,155778,52.233700,152367,0.014
20:32:06.017 > READ_CSV,50386,2,44.818,40110,52.233700,37769,0.014
20:32:06.017 > READ_CSV,50386,3,55.060,0,52.233700,0,0.014
20:32:06.029 > READ_CSV,50399,1,65.743,155801,52.233700,152367,0.015
20:32:06.030 > READ_CSV,50399,2,49.891,40375,52.233700,37769,0.015
20:32:06.030 > READ_CSV,50399,3,57.817,0,52.233700,0,0.015
20:32:06.042 > READ_CSV,50411,1,66.681,155850,52.233700,152367,0.015
20:32:06.042 > READ_CSV,50411,2,51.346,40451,52.233700,37769,0.015
20:32:06.042 > READ_CSV,50411,3,59.014,0,52.233700,0,0.015
20:32:06.055 > READ_CSV,50424,1,63.714,155695,52.233700,152367,0.016
20:32:06.055 > READ_CSV,50424,2,48.092,40281,52.233700,37769,0.016
20:32:06.055 > READ_CSV,50424,3,55.903,0,52.233700,0,0.016
20:32:06.068 > READ_CSV,50436,1,65.686,155798,52.233700,152367,0.016
20:32:06.068 > READ_CSV,50436,2,47.077,40228,52.233700,37769,0.016
20:32:06.068 > READ_CSV,50436,3,56.381,0,52.233700,0,0.016
20:32:06.080 > READ_CSV,50449,1,67.964,155917,52.233700,152367,0.017
20:32:06.080 > READ_CSV,50449,2,48.513,40303,52.233700,37769,0.017
20:32:06.080 > READ_CSV,50449,3,58.238,0,52.233700,0,0.017
20:32:06.092 > READ_CSV,50461,1,64.786,155751,52.233700,152367,0.017
20:32:06.092 > READ_CSV,50461,2,47.977,40275,52.233700,37769,0.017
20:32:06.092 > READ_CSV,50461,3,56.381,0,52.233700,0,0.017
20:32:06.104 > READ_CSV,50474,1,61.914,155601,52.233700,152367,0.018
20:32:06.104 > READ_CSV,50474,2,46.349,40190,52.233700,37769,0.018
20:32:06.104 > READ_CSV,50474,3,54.132,0,52.233700,0,0.018
20:32:06.117 > READ_CSV,50486,1,65.015,155763,52.233700,152367,0.018
20:32:06.117 > READ_CSV,50486,2,49.681,40364,52.233700,37769,0.018
20:32:06.117 > READ_CSV,50486,3,57.348,0,52.233700,0,0.018
20:32:06.130 > READ_CSV,50499,1,65.877,155808,52.233700,152367,0.019
20:32:06.130 > READ_CSV,50499,2,48.360,40295,52.233700,37769,0.019
20:32:06.130 > READ_CSV,50499,3,57.118,0,52.233700,0,0.019
20:32:06.142 > READ_CSV,50511,1,65.800,155804,52.233700,152367,0.019
20:32:06.142 > READ_CSV,50511,2,48.092,40281,52.233700,37769,0.019
20:32:06.142 > READ_CSV,50511,3,56.946,0,52.233700,0,0.019
20:32:06.155 > READ_CSV,50524,1,66.164,155823,52.233700,152367,0.020
20:32:06.155 > READ_CSV,50524,2,48.762,40316,52.233700,37769,0.020
20:32:06.155 > READ_CSV,50524,3,57.463,0,52.233700,0,0.020
20:32:06.167 > READ_CSV,50536,1,65.015,155763,52.233700,152367,0.020
20:32:06.167 > READ_CSV,50536,2,50.906,40428,52.233700,37769,0.020
20:32:06.167 > READ_CSV,50536,3,57.961,0,52.233700,0,0.020
20:32:06.179 > READ_CSV,50549,1,64.633,155743,52.233700,152367,0.021
20:32:06.180 > READ_CSV,50549,2,50.791,40422,52.233700,37769,0.021
20:32:06.180 > READ_CSV,50549,3,57.712,0,52.233700,0,0.021
20:32:06.192 > READ_CSV,50561,1,68.902,155966,52.233700,152367,0.021
20:32:06.192 > READ_CSV,50561,2,49.585,40359,52.233700,37769,0.021
20:32:06.192 > READ_CSV,50561,3,59.243,0,52.233700,0,0.021
20:32:06.203 > READ_CSV,50574,1,68.653,155953,52.233700,152367,0.022
20:32:06.205 > READ_CSV,50574,2,49.623,40361,52.233700,37769,0.022
20:32:06.205 > READ_CSV,50574,3,59.138,0,52.233700,0,0.022
20:32:06.217 > READ_CSV,50586,1,64.767,155750,52.233700,152367,0.022
20:32:06.217 > READ_CSV,50586,2,46.062,40175,52.233700,37769,0.022
20:32:06.217 > READ_CSV,50586,3,55.414,0,52.233700,0,0.022
20:32:06.229 > READ_CSV,50599,1,67.026,155868,52.233700,152367,0.023
20:32:06.230 > READ_CSV,50599,2,46.369,40191,52.233700,37769,0.023
20:32:06.230 > READ_CSV,50599,3,56.697,0,52.233700,0,0.023
20:32:06.242 > READ_CSV,50611,1,68.730,155957,52.233700,152367,0.023
20:32:06.243 > READ_CSV,50611,2,47.460,40248,52.233700,37769,0.023
20:32:06.243 > READ_CSV,50611,3,58.095,0,52.233700,0,0.023
20:32:06.255 > READ_CSV,50624,1,66.911,155862,52.233700,152367,0.024
20:32:06.255 > READ_CSV,50624,2,46.196,40182,52.233700,37769,0.024
20:32:06.255 > READ_CSV,50624,3,56.554,0,52.233700,0,0.024
20:32:06.267 > READ_CSV,50636,1,68.921,155967,52.233700,152367,0.024
20:32:06.271 > READ_CSV,50636,2,47.632,40257,52.233700,37769,0.024
20:32:06.271 > READ_CSV,50636,3,58.277,0,52.233700,0,0.024
20:32:06.279 > READ_CSV,50649,1,71.027,156077,52.233700,152367,0.025
20:32:06.286 > READ_CSV,50649,2,47.134,40231,52.233700,37769,0.025
20:32:06.286 > READ_CSV,50649,3,59.081,0,52.233700,0,0.025
20:32:06.292 > READ_CSV,50661,1,66.011,155815,52.233700,152367,0.025
20:32:06.294 > READ_CSV,50661,2,48.800,40318,52.233700,37769,0.025
20:32:06.294 > READ_CSV,50661,3,57.405,0,52.233700,0,0.025
20:32:06.304 > READ_CSV,50674,1,62.890,155652,52.233700,152367,0.026
20:32:06.306 > READ_CSV,50674,2,48.340,40294,52.233700,37769,0.026
20:32:06.306 > READ_CSV,50674,3,55.615,0,52.233700,0,0.026
20:32:06.317 > READ_CSV,50686,1,66.317,155831,52.233700,152367,0.026
20:32:06.317 > READ_CSV,50686,2,51.193,40443,52.233700,37769,0.026
20:32:06.317 > READ_CSV,50686,3,58.755,0,52.233700,0,0.026
20:32:06.329 > READ_CSV,50699,1,62.986,155657,52.233700,152367,0.027
20:32:06.330 > READ_CSV,50699,2,48.972,40327,52.233700,37769,0.027
20:32:06.330 > READ_CSV,50699,3,55.979,0,52.233700,0,0.027
20:32:06.342 > READ_CSV,50711,1,68.634,155952,52.233700,152367,0.027
20:32:06.342 > READ_CSV,50711,2,50.944,40430,52.233700,37769,0.027
20:32:06.342 > READ_CSV,50711,3,59.789,0,52.233700,0,0.027
20:32:06.354 > READ_CSV,50724,1,68.404,155940,52.233700,152367,0.028
20:32:06.354 > READ_CSV,50724,2,49.049,40331,52.233700,37769,0.028
20:32:06.354 > READ_CSV,50724,3,58.726,0,52.233700,0,0.028
20:32:06.367 > READ_CSV,50736,1,64.422,155732,52.233700,152367,0.028
20:32:06.367 > READ_CSV,50736,2,45.526,40147,52.233700,37769,0.028
20:32:06.367 > READ_CSV,50736,3,54.974,0,52.233700,0,0.028
20:32:06.379 > READ_CSV,50749,1,64.862,155755,52.233700,152367,0.029
20:32:06.380 > READ_CSV,50749,2,45.966,40170,52.233700,37769,0.029
20:32:06.380 > READ_CSV,50749,3,55.414,0,52.233700,0,0.029
20:32:06.386 > READ_CSV,50761,1,67.925,155915,52.233700,152367,0.029
20:32:06.386 > READ_CSV,50761,2,49.183,40338,52.233700,37769,0.029
20:32:06.386 > READ_CSV,50761,3,58.554,0,52.233700,0,0.029
20:32:06.404 > READ_CSV,50774,1,69.955,156021,52.233700,152367,0.030
20:32:06.405 > READ_CSV,50774,2,46.235,40184,52.233700,37769,0.030
20:32:06.405 > READ_CSV,50774,3,58.095,0,52.233700,0,0.030
20:32:06.417 > READ_CSV,50786,1,68.347,155937,52.233700,152367,0.030
20:32:06.417 > READ_CSV,50786,2,48.685,40312,52.233700,37769,0.030
20:32:06.417 > READ_CSV,50786,3,58.516,0,52.233700,0,0.030
20:32:06.428 > READ_CSV,50799,1,71.199,156086,52.233700,152367,0.031
20:32:06.428 > READ_CSV,50799,2,49.393,40349,52.233700,37769,0.031
20:32:06.428 > READ_CSV,50799,3,60.296,0,52.233700,0,0.031
20:32:06.442 > READ_CSV,50811,1,71.793,156117,52.233700,152367,0.031
20:32:06.442 > READ_CSV,50811,2,49.738,40367,52.233700,37769,0.031
20:32:06.442 > READ_CSV,50811,3,60.765,0,52.233700,0,0.031
20:32:06.454 > READ_CSV,50824,1,70.644,156057,52.233700,152367,0.032
20:32:06.454 > READ_CSV,50824,2,50.523,40408,52.233700,37769,0.032
20:32:06.454 > READ_CSV,50824,3,60.583,0,52.233700,0,0.032
20:32:06.467 > READ_CSV,50836,1,64.728,155748,52.233700,152367,0.032
20:32:06.467 > READ_CSV,50836,2,50.829,40424,52.233700,37769,0.032
20:32:06.467 > READ_CSV,50836,3,57.779,0,52.233700,0,0.032
20:32:06.479 > READ_CSV,50849,1,64.039,155712,52.233700,152367,0.033
20:32:06.480 > READ_CSV,50849,2,52.227,40497,52.233700,37769,0.033
20:32:06.480 > READ_CSV,50849,3,58.133,0,52.233700,0,0.033
20:32:06.487 > READ_CSV,50861,1,66.375,155834,52.233700,152367,0.033
20:32:06.487 > READ_CSV,50861,2,50.791,40422,52.233700,37769,0.033
20:32:06.487 > READ_CSV,50861,3,58.583,0,52.233700,0,0.033
20:32:06.505 > READ_CSV,50874,1,66.585,155845,52.233700,152367,0.034
20:32:06.505 > READ_CSV,50874,2,47.804,40266,52.233700,37769,0.034
20:32:06.505 > READ_CSV,50874,3,57.195,0,52.233700,0,0.034
20:32:06.514 > READ_CSV,50886,1,64.537,155738,52.233700,152367,0.034
20:32:06.518 > READ_CSV,50886,2,48.398,40297,52.233700,37769,0.034
20:32:06.518 > READ_CSV,50886,3,56.467,0,52.233700,0,0.034
20:32:06.530 > READ_CSV,50899,1,64.422,155732,52.233700,152367,0.035
20:32:06.530 > READ_CSV,50899,2,48.206,40287,52.233700,37769,0.035
20:32:06.530 > READ_CSV,50899,3,56.314,0,52.233700,0,0.035
20:32:06.542 > READ_CSV,50911,1,64.441,155733,52.233700,152367,0.035
20:32:06.543 > READ_CSV,50911,2,45.852,40164,52.233700,37769,0.035
20:32:06.543 > READ_CSV,50911,3,55.146,0,52.233700,0,0.035
20:32:06.555 > READ_CSV,50924,1,63.771,155698,52.233700,152367,0.036
20:32:06.555 > READ_CSV,50924,2,46.866,40217,52.233700,37769,0.036
20:32:06.555 > READ_CSV,50924,3,55.319,0,52.233700,0,0.036
20:32:06.567 > READ_CSV,50936,1,66.451,155838,52.233700,152367,0.036
20:32:06.567 > READ_CSV,50936,2,49.757,40368,52.233700,37769,0.036
20:32:06.567 > READ_CSV,50936,3,58.104,0,52.233700,0,0.036
20:32:06.580 > READ_CSV,50949,1,67.255,155880,52.233700,152367,0.037
20:32:06.580 > READ_CSV,50949,2,49.374,40348,52.233700,37769,0.037
20:32:06.580 > READ_CSV,50949,3,58.315,0,52.233700,0,0.037
20:32:06.592 > READ_CSV,50961,1,66.490,155840,52.233700,152367,0.037
20:32:06.592 > READ_CSV,50961,2,51.442,40456,52.233700,37769,0.037
20:32:06.592 > READ_CSV,50961,3,58.966,0,52.233700,0,0.037
20:32:06.604 > READ_CSV,50974,1,65.015,155763,52.233700,152367,0.038
20:32:06.605 > READ_CSV,50974,2,47.938,40273,52.233700,37769,0.038
20:32:06.605 > READ_CSV,50974,3,56.477,0,52.233700,0,0.038
20:32:06.617 > READ_CSV,50986,1,64.958,155760,52.233700,152367,0.038
20:32:06.617 > READ_CSV,50986,2,50.102,40386,52.233700,37769,0.038
20:32:06.617 > READ_CSV,50986,3,57.530,0,52.233700,0,0.038
20:32:06.630 > READ_CSV,50999,1,66.164,155823,52.233700,152367,0.039
20:32:06.630 > READ_CSV,50999,2,51.748,40472,52.233700,37769,0.039
20:32:06.630 > READ_CSV,50999,3,58.956,0,52.233700,0,0.039
20:32:06.642 > READ_CSV,51011,1,66.279,155829,52.233700,152367,0.039
20:32:06.642 > READ_CSV,51011,2,48.723,40314,52.233700,37769,0.039
20:32:06.642 > READ_CSV,51011,3,57.501,0,52.233700,0,0.039
20:32:06.654 > READ_CSV,51024,1,68.098,155924,52.233700,152367,0.040
20:32:06.654 > READ_CSV,51024,2,41.850,39955,52.233700,37769,0.040
20:32:06.654 > READ_CSV,51024,3,54.974,0,52.233700,0,0.040
20:32:06.667 > READ_CSV,51036,1,66.490,155840,52.233700,152367,0.040
20:32:06.667 > READ_CSV,51036,2,43.593,40046,52.233700,37769,0.040
20:32:06.667 > READ_CSV,51036,3,55.041,0,52.233700,0,0.040
20:32:06.679 > READ_CSV,51049,1,67.677,155902,52.233700,152367,0.041
20:32:06.679 > READ_CSV,51049,2,45.469,40144,52.233700,37769,0.041
20:32:06.679 > READ_CSV,51049,3,56.573,0,52.233700,0,0.041
20:32:06.692 > READ_CSV,51061,1,62.986,155657,52.233700,152367,0.041
20:32:06.692 > READ_CSV,51061,2,47.153,40232,52.233700,37769,0.041
20:32:06.692 > READ_CSV,51061,3,55.070,0,52.233700,0,0.041
20:32:06.704 > READ_CSV,51074,1,65.226,155774,52.233700,152367,0.042
20:32:06.704 > READ_CSV,51074,2,45.852,40164,52.233700,37769,0.042
20:32:06.704 > READ_CSV,51074,3,55.539,0,52.233700,0,0.042
20:32:06.716 > READ_CSV,51086,1,66.662,155849,52.233700,152367,0.042
20:32:06.721 > READ_CSV,51086,2,46.177,40181,52.233700,37769,0.042
20:32:06.721 > READ_CSV,51086,3,56.420,0,52.233700,0,0.042
20:32:06.730 > READ_CSV,51099,1,67.945,155916,52.233700,152367,0.043
20:32:06.730 > READ_CSV,51099,2,47.364,40243,52.233700,37769,0.043
20:32:06.730 > READ_CSV,51099,3,57.654,0,52.233700,0,0.043
20:32:06.742 > READ_CSV,51111,1,66.413,155836,52.233700,152367,0.043
20:32:06.751 > READ_CSV,51111,2,47.421,40246,52.233700,37769,0.043
20:32:06.751 > READ_CSV,51111,3,56.917,0,52.233700,0,0.043
20:32:06.754 > READ_CSV,51124,1,64.211,155721,52.233700,152367,0.044
20:32:06.754 > READ_CSV,51124,2,47.651,40258,52.233700,37769,0.044
20:32:06.754 > READ_CSV,51124,3,55.931,0,52.233700,0,0.044
20:32:06.767 > READ_CSV,51136,1,69.515,155998,52.233700,152367,0.044
20:32:06.767 > READ_CSV,51136,2,46.388,40192,52.233700,37769,0.044
20:32:06.767 > READ_CSV,51136,3,57.951,0,52.233700,0,0.044
20:32:06.779 > READ_CSV,51149,1,72.156,156136,52.233700,152367,0.045
20:32:06.780 > READ_CSV,51149,2,41.678,39946,52.233700,37769,0.045
20:32:06.780 > READ_CSV,51149,3,56.917,0,52.233700,0,0.045
20:32:06.793 > READ_CSV,51161,1,71.238,156088,52.233700,152367,0.045
20:32:06.793 > READ_CSV,51161,2,44.780,40108,52.233700,37769,0.045
20:32:06.793 > READ_CSV,51161,3,58.009,0,52.233700,0,0.045
20:32:06.804 > READ_CSV,51174,1,69.151,155979,52.233700,152367,0.046
20:32:06.805 > READ_CSV,51174,2,49.087,40333,52.233700,37769,0.046
20:32:06.805 > READ_CSV,51174,3,59.119,0,52.233700,0,0.046
20:32:06.817 > READ_CSV,51186,1,67.217,155878,52.233700,152367,0.046
20:32:06.817 > READ_CSV,51186,2,48.666,40311,52.233700,37769,0.046
20:32:06.817 > READ_CSV,51186,3,57.942,0,52.233700,0,0.046
20:32:06.829 > READ_CSV,51199,1,68.596,155950,52.233700,152367,0.047
20:32:06.830 > READ_CSV,51199,2,47.958,40274,52.233700,37769,0.047
20:32:06.830 > READ_CSV,51199,3,58.277,0,52.233700,0,0.047
20:32:06.838 > READ_CSV,51211,1,69.246,155984,52.233700,152367,0.047
20:32:06.838 > READ_CSV,51211,2,49.604,40360,52.233700,37769,0.047
20:32:06.838 > READ_CSV,51211,3,59.425,0,52.233700,0,0.047
20:32:06.854 > READ_CSV,51224,1,66.528,155842,52.233700,152367,0.048
20:32:06.855 > READ_CSV,51224,2,50.312,40397,52.233700,37769,0.048
20:32:06.855 > READ_CSV,51224,3,58.420,0,52.233700,0,0.048
20:32:06.867 > READ_CSV,51236,1,67.294,155882,52.233700,152367,0.048
20:32:06.867 > READ_CSV,51236,2,50.466,40405,52.233700,37769,0.048
20:32:06.867 > READ_CSV,51236,3,58.880,0,52.233700,0,0.048
20:32:06.880 > READ_CSV,51249,1,70.280,156038,52.233700,152367,0.049
20:32:06.880 > READ_CSV,51249,2,49.183,40338,52.233700,37769,0.049
20:32:06.880 > READ_CSV,51249,3,59.732,0,52.233700,0,0.049
20:32:06.892 > READ_CSV,51261,1,64.767,155750,52.233700,152367,0.049
20:32:06.892 > READ_CSV,51261,2,48.934,40325,52.233700,37769,0.049
20:32:06.892 > READ_CSV,51261,3,56.850,0,52.233700,0,0.049
20:32:06.905 > READ_CSV,51274,1,60.516,155528,52.233700,152367,0.050
20:32:06.905 > READ_CSV,51274,2,47.441,40247,52.233700,37769,0.050
20:32:06.905 > READ_CSV,51274,3,53.979,0,52.233700,0,0.050
20:32:06.917 > READ_CSV,51286,1,63.675,155693,52.233700,152367,0.050
20:32:06.917 > READ_CSV,51286,2,44.703,40104,52.233700,37769,0.050
20:32:06.917 > READ_CSV,51286,3,54.189,0,52.233700,0,0.050
20:32:06.924 > READ_CSV,51299,1,68.462,155943,52.233700,152367,0.051
20:32:06.930 > READ_CSV,51299,2,44.780,40108,52.233700,37769,0.051
20:32:06.930 > READ_CSV,51299,3,56.621,0,52.233700,0,0.051
20:32:06.942 > READ_CSV,51311,1,66.260,155828,52.233700,152367,0.051
20:32:06.942 > READ_CSV,51311,2,45.373,40139,52.233700,37769,0.051
20:32:06.942 > READ_CSV,51311,3,55.816,0,52.233700,0,0.051
20:32:06.951 > READ_CSV,51324,1,65.896,155809,52.233700,152367,0.052
20:32:06.951 > READ_CSV,51324,2,47.268,40238,52.233700,37769,0.052
20:32:06.951 > READ_CSV,51324,3,56.582,0,52.233700,0,0.052
20:32:06.966 > READ_CSV,51336,1,65.609,155794,52.233700,152367,0.052
20:32:06.966 > READ_CSV,51336,2,45.526,40147,52.233700,37769,0.052
20:32:06.966 > READ_CSV,51336,3,55.568,0,52.233700,0,0.052
20:32:06.972 > READ_CSV,51349,1,65.954,155812,52.233700,152367,0.053
20:32:06.980 > READ_CSV,51349,2,43.191,40025,52.233700,37769,0.053
20:32:06.980 > READ_CSV,51349,3,54.572,0,52.233700,0,0.053
20:32:06.991 > READ_CSV,51361,1,65.877,155808,52.233700,152367,0.053
20:32:06.991 > READ_CSV,51361,2,45.852,40164,52.233700,37769,0.053
20:32:06.991 > READ_CSV,51361,3,55.864,0,52.233700,0,0.053
20:32:07.002 > READ_CSV,51374,1,65.035,155764,52.233700,152367,0.054
20:32:07.005 > READ_CSV,51374,2,48.149,40284,52.233700,37769,0.054
20:32:07.005 > READ_CSV,51374,3,56.592,0,52.233700,0,0.054
20:32:07.014 > READ_CSV,51386,1,67.734,155905,52.233700,152367,0.054
20:32:07.014 > READ_CSV,51386,2,48.264,40290,52.233700,37769,0.054
20:32:07.014 > READ_CSV,51386,3,57.999,0,52.233700,0,0.054
20:32:07.025 > READ_CSV,51399,1,64.460,155734,52.233700,152367,0.055
20:32:07.030 > READ_CSV,51399,2,49.393,40349,52.233700,37769,0.055
20:32:07.030 > READ_CSV,51399,3,56.927,0,52.233700,0,0.055
20:32:07.039 > READ_CSV,51411,1,63.809,155700,52.233700,152367,0.055
20:32:07.039 > READ_CSV,51411,2,45.947,40169,52.233700,37769,0.055
20:32:07.039 > READ_CSV,51411,3,54.878,0,52.233700,0,0.055
