10:43:10.036 > Starting HX711 dual-example (Teensy + Adafruit HX711)
10:43:10.036 > Scale 1 is busy...
10:43:10.036 > Scale 2 is busy...
10:43:10.036 > Scale 1 is busy...
10:43:10.051 > Scale 2 is busy...
10:43:10.058 > Scale 1 is busy...
10:43:10.058 > Scale 2 is busy...
10:43:10.070 > Scale 1 is busy...
10:43:10.070 > Scale 2 is busy...
10:43:10.078 > Scale 1 is busy...
10:43:10.078 > Scale 2 is busy...
10:43:10.086 > Scale 1 is busy...
10:43:10.086 > Scale 2 is busy...
10:43:10.094 > Scale 1 is busy...
10:43:10.094 > Scale 2 is busy...
10:43:10.120 > READ_CSV,time_ms,loadcell,grams,raw,scale,tare,throttle
10:43:10.120 > 
10:43:10.120 > Calibration complete. Readings follow...
10:43:14.656 > [char] Starting throttle ramp to 0.40 then back to 0
10:43:14.656 > READ_CSV,9103,1,91.646,157154,52.233700,152367,0.000
10:43:14.656 > READ_CSV,9103,2,49.279,40343,52.233700,37769,0.000
10:43:14.656 > READ_CSV,9103,3,70.462,0,52.233700,0,0.000
10:43:14.682 > READ_CSV,9115,1,-2917.044,-1,52.233700,152367,0.000
10:43:14.683 > READ_CSV,9115,2,48.532,40304,52.233700,37769,0.000
10:43:14.683 > READ_CSV,9115,3,-1434.256,0,52.233700,0,0.000
10:43:14.693 > READ_CSV,9128,1,91.722,157158,52.233700,152367,0.002
10:43:14.693 > READ_CSV,9128,2,49.642,40362,52.233700,37769,0.002
10:43:14.693 > READ_CSV,9128,3,70.682,0,52.233700,0,0.002
10:43:14.708 > READ_CSV,9140,1,-2917.044,-1,52.233700,152367,0.002
10:43:14.708 > READ_CSV,9140,2,51.729,40471,52.233700,37769,0.002
10:43:14.708 > READ_CSV,9140,3,-1432.657,0,52.233700,0,0.002
10:43:14.720 > READ_CSV,9153,1,88.717,157001,52.233700,152367,0.003
10:43:14.720 > READ_CSV,9153,2,48.398,40297,52.233700,37769,0.003
10:43:14.720 > READ_CSV,9153,3,68.557,0,52.233700,0,0.003
10:43:14.741 > READ_CSV,9174,1,83.394,156723,52.233700,152367,0.003
