23:47:37.134 > Starting HX711 dual-example (Teensy + Adafruit HX711)
23:47:37.134 > Scale 1 is busy...
23:47:37.134 > Scale 2 is busy...
23:47:37.148 > Scale 1 is busy...
23:47:37.148 > Scale 2 is busy...
23:47:37.156 > Scale 1 is busy...
23:47:37.156 > Scale 2 is busy...
23:47:37.167 > Scale 1 is busy...
23:47:37.168 > Scale 2 is busy...
23:47:37.176 > Scale 1 is busy...
23:47:37.176 > Scale 2 is busy...
23:47:37.186 > Scale 1 is busy...
23:47:37.186 > Scale 2 is busy...
23:47:37.195 > Scale 1 is busy...
23:47:37.195 > Scale 2 is busy...
23:47:37.221 > READ_CSV,time_ms,loadcell,grams,raw,scale,tare,throttle
23:47:37.221 > 
23:47:37.221 > Calibration complete. Readings follow...
23:48:33.262 > [char] Starting throttle ramp to 0.40 then back to 0
23:48:33.262 > READ_CSV,60564,1,-139.642,145073,52.233700,152367,0.000
23:48:33.262 > READ_CSV,60564,2,-67.466,34245,52.233700,37769,0.000
23:48:33.262 > READ_CSV,60564,3,-103.554,0,52.233700,0,0.000
23:48:33.279 > READ_CSV,60576,1,-137.880,145165,52.233700,152367,0.000
23:48:33.279 > READ_CSV,60576,2,-67.141,34262,52.233700,37769,0.000
23:48:33.279 > READ_CSV,60576,3,-102.510,0,52.233700,0,0.000
23:48:33.293 > READ_CSV,60589,1,-133.917,145372,52.233700,152367,0.002
23:48:33.293 > READ_CSV,60589,2,-65.992,34322,52.233700,37769,0.002
23:48:33.293 > READ_CSV,60589,3,-99.955,0,52.233700,0,0.002
23:48:33.304 > READ_CSV,60601,1,-136.081,145259,52.233700,152367,0.002
23:48:33.304 > READ_CSV,60601,2,-67.409,34248,52.233700,37769,0.002
23:48:33.304 > READ_CSV,60601,3,-101.745,0,52.233700,0,0.002
23:48:33.318 > READ_CSV,60614,1,-136.330,145246,52.233700,152367,0.003
23:48:33.318 > READ_CSV,60614,2,-65.915,34326,52.233700,37769,0.003
23:48:33.318 > READ_CSV,60614,3,-101.122,0,52.233700,0,0.003
23:48:33.330 > READ_CSV,60626,1,-136.215,145252,52.233700,152367,0.003
23:48:33.330 > READ_CSV,60626,2,-70.089,34108,52.233700,37769,0.003
