19:10:08.089 > Starting HX711 dual-example (Teensy + Adafruit HX711)
19:10:08.089 > Scale 1 is busy...
19:10:08.089 > Scale 2 is busy...
19:10:08.089 > Scale 1 is busy...
19:10:08.089 > Scale 2 is busy...
19:10:08.110 > Scale 1 is busy...
19:10:08.112 > Scale 2 is busy...
19:10:08.121 > Scale 1 is busy...
19:10:08.122 > Scale 2 is busy...
19:10:08.130 > Scale 1 is busy...
19:10:08.130 > Scale 2 is busy...
19:10:08.138 > Scale 1 is busy...
19:10:08.138 > Scale 2 is busy...
19:10:08.146 > Scale 1 is busy...
19:10:08.146 > Scale 2 is busy...
19:10:08.171 > READ_CSV,time_ms,loadcell,grams,raw,scale,tare,throttle
19:15:45.066 > READ_CSV,348707,3,68.691,0,52.233700,0,0.005
19:15:45.078 > READ_CSV,348719,1,66.930,155863,52.233700,152367,0.005
19:15:45.078 > READ_CSV,348719,2,64.881,41158,52.233700,37769,0.005
19:15:45.078 > READ_CSV,348719,3,65.906,0,52.233700,0,0.005
19:15:45.091 > READ_CSV,348732,1,70.395,156044,52.233700,152367,0.005
19:15:45.091 > READ_CSV,348732,2,64.728,41150,52.233700,37769,0.005
19:15:45.091 > READ_CSV,348732,3,67.562,0,52.233700,0,0.005
19:15:45.103 > READ_CSV,348744,1,66.949,155864,52.233700,152367,0.005
19:15:45.104 > READ_CSV,348744,2,66.853,41261,52.233700,37769,0.005
19:15:45.104 > READ_CSV,348744,3,66.901,0,52.233700,0,0.005
19:15:45.116 > READ_CSV,348757,1,69.361,155990,52.233700,152367,0.005
19:15:45.116 > READ_CSV,348757,2,67.811,41311,52.233700,37769,0.005
19:15:45.116 > READ_CSV,348757,3,68.586,0,52.233700,0,0.005
19:15:45.128 > READ_CSV,348769,1,70.682,156059,52.233700,152367,0.006
19:15:45.129 > READ_CSV,348769,2,66.739,41255,52.233700,37769,0.006
19:15:45.129 > READ_CSV,348769,3,68.710,0,52.233700,0,0.006
19:15:45.137 > READ_CSV,348782,1,70.529,156051,52.233700,152367,0.006
19:15:45.137 > READ_CSV,348782,2,63.312,41076,52.233700,37769,0.006
19:15:45.137 > READ_CSV,348782,3,66.920,0,52.233700,0,0.006
19:15:45.154 > READ_CSV,348794,1,72.673,156163,52.233700,152367,0.006
19:15:45.154 > READ_CSV,348794,2,60.229,40915,52.233700,37769,0.006
19:15:45.154 > READ_CSV,348794,3,66.451,0,52.233700,0,0.006
19:15:45.163 > READ_CSV,348807,1,70.223,156035,52.233700,152367,0.006
19:15:45.163 > READ_CSV,348807,2,62.929,41056,52.233700,37769,0.006
19:15:45.163 > READ_CSV,348807,3,66.576,0,52.233700,0,0.006
19:15:45.178 > READ_CSV,348819,1,69.170,155980,52.233700,152367,0.006
19:15:45.179 > READ_CSV,348819,2,65.743,41203,52.233700,37769,0.006
19:15:45.179 > READ_CSV,348819,3,67.456,0,52.233700,0,0.006
19:15:45.187 > READ_CSV,348832,1,67.485,155892,52.233700,152367,0.006
19:15:45.187 > READ_CSV,348832,2,63.120,41066,52.233700,37769,0.006
19:15:45.187 > READ_CSV,348832,3,65.303,0,52.233700,0,0.006
19:15:45.203 > READ_CSV,348844,1,69.438,155994,52.233700,152367,0.006
19:15:45.204 > READ_CSV,348844,2,65.896,41211,52.233700,37769,0.006
19:15:45.204 > READ_CSV,348844,3,67.667,0,52.233700,0,0.006
19:15:45.212 > READ_CSV,348857,1,74.128,156239,52.233700,152367,0.006
19:15:45.212 > READ_CSV,348857,2,64.747,41151,52.233700,37769,0.006
19:15:45.212 > READ_CSV,348857,3,69.438,0,52.233700,0,0.006
19:15:45.228 > READ_CSV,348869,1,72.444,156151,52.233700,152367,0.007
19:15:45.229 > READ_CSV,348869,2,66.145,41224,52.233700,37769,0.007
19:15:45.229 > READ_CSV,348869,3,69.294,0,52.233700,0,0.007
19:15:45.238 > READ_CSV,348882,1,69.419,155993,52.233700,152367,0.007
19:15:45.238 > READ_CSV,348882,2,67.026,41270,52.233700,37769,0.007
19:15:45.238 > READ_CSV,348882,3,68.222,0,52.233700,0,0.007
19:15:45.246 > READ_CSV,348894,1,67.906,155914,52.233700,152367,0.007
19:15:45.254 > READ_CSV,348894,2,66.375,41236,52.233700,37769,0.007
19:15:45.254 > READ_CSV,348894,3,67.141,0,52.233700,0,0.007
19:15:45.266 > READ_CSV,348907,1,72.118,156134,52.233700,152367,0.007
19:15:45.266 > READ_CSV,348907,2,67.313,41285,52.233700,37769,0.007
19:15:45.266 > READ_CSV,348907,3,69.716,0,52.233700,0,0.007
19:15:45.278 > READ_CSV,348919,1,73.822,156223,52.233700,152367,0.007
19:15:45.278 > READ_CSV,348919,2,67.868,41314,52.233700,37769,0.007
19:15:45.278 > READ_CSV,348919,3,70.845,0,52.233700,0,0.007
19:15:45.289 > READ_CSV,348932,1,68.347,155937,52.233700,152367,0.007
19:15:45.289 > READ_CSV,348932,2,66.470,41241,52.233700,37769,0.007
19:15:45.289 > READ_CSV,348932,3,67.409,0,52.233700,0,0.007
19:15:45.296 > READ_CSV,348944,1,72.846,156172,52.233700,152367,0.007
19:15:45.296 > READ_CSV,348944,2,64.920,41160,52.233700,37769,0.007
19:15:45.296 > READ_CSV,348944,3,68.883,0,52.233700,0,0.007
19:15:45.313 > READ_CSV,348957,1,73.880,156226,52.233700,152367,0.007
19:15:45.313 > READ_CSV,348957,2,66.068,41220,52.233700,37769,0.007
19:15:45.313 > READ_CSV,348957,3,69.974,0,52.233700,0,0.007
19:15:45.321 > READ_CSV,348969,1,73.669,156215,52.233700,152367,0.008
19:15:45.329 > READ_CSV,348969,2,67.696,41305,52.233700,37769,0.008
19:15:45.329 > READ_CSV,348969,3,70.682,0,52.233700,0,0.008
19:15:45.338 > READ_CSV,348982,1,73.535,156208,52.233700,152367,0.008
19:15:45.338 > READ_CSV,348982,2,65.169,41173,52.233700,37769,0.008
19:15:45.338 > READ_CSV,348982,3,69.352,0,52.233700,0,0.008
19:15:45.346 > READ_CSV,348994,1,74.243,156245,52.233700,152367,0.008
19:15:45.346 > READ_CSV,348994,2,64.977,41163,52.233700,37769,0.008
19:15:45.346 > READ_CSV,348994,3,69.610,0,52.233700,0,0.008
19:15:45.365 > READ_CSV,349007,1,73.650,156214,52.233700,152367,0.008
19:15:45.365 > READ_CSV,349007,2,69.036,41375,52.233700,37769,0.008
19:15:45.365 > READ_CSV,349007,3,71.343,0,52.233700,0,0.008
19:15:45.378 > READ_CSV,349019,1,72.559,156157,52.233700,152367,0.008
19:15:45.378 > READ_CSV,349019,2,68.672,41356,52.233700,37769,0.008
19:15:45.378 > READ_CSV,349019,3,70.615,0,52.233700,0,0.008
19:15:45.390 > READ_CSV,349032,1,70.970,156074,52.233700,152367,0.008
19:15:45.390 > READ_CSV,349032,2,66.279,41231,52.233700,37769,0.008
19:15:45.390 > READ_CSV,349032,3,68.624,0,52.233700,0,0.008
19:15:45.400 > READ_CSV,349044,1,67.179,155876,52.233700,152367,0.008
19:15:45.404 > READ_CSV,349044,2,64.824,41155,52.233700,37769,0.008
19:15:45.404 > READ_CSV,349044,3,66.001,0,52.233700,0,0.008
19:15:45.413 > READ_CSV,349057,1,69.189,155981,52.233700,152367,0.008
19:15:45.413 > READ_CSV,349057,2,62.890,41054,52.233700,37769,0.008
19:15:45.413 > READ_CSV,349057,3,66.040,0,52.233700,0,0.008
19:15:45.426 > READ_CSV,349069,1,67.313,155883,52.233700,152367,0.008
19:15:45.429 > READ_CSV,349069,2,66.375,41236,52.233700,37769,0.008
19:15:45.429 > READ_CSV,349069,3,66.844,0,52.233700,0,0.008
19:15:45.439 > READ_CSV,349082,1,69.993,156023,52.233700,152367,0.008
19:15:45.441 > READ_CSV,349082,2,67.198,41279,52.233700,37769,0.008
19:15:45.441 > READ_CSV,349082,3,68.596,0,52.233700,0,0.008
19:15:45.451 > READ_CSV,349094,1,66.968,155865,52.233700,152367,0.009
19:15:45.454 > READ_CSV,349094,2,68.615,41353,52.233700,37769,0.009
19:15:45.454 > READ_CSV,349094,3,67.791,0,52.233700,0,0.009
19:15:45.465 > READ_CSV,349107,1,67.121,155873,52.233700,152367,0.009
19:15:45.465 > READ_CSV,349107,2,63.790,41101,52.233700,37769,0.009
19:15:45.465 > READ_CSV,349107,3,65.456,0,52.233700,0,0.009
19:15:45.475 > READ_CSV,349119,1,66.336,155832,52.233700,152367,0.009
19:15:45.475 > READ_CSV,349119,2,64.537,41140,52.233700,37769,0.009
19:15:45.475 > READ_CSV,349119,3,65.437,0,52.233700,0,0.009
19:15:45.489 > READ_CSV,349132,1,72.539,156156,52.233700,152367,0.009
19:15:45.489 > READ_CSV,349132,2,64.747,41151,52.233700,37769,0.009
19:15:45.489 > READ_CSV,349132,3,68.643,0,52.233700,0,0.009
19:15:45.503 > READ_CSV,349144,1,72.214,156139,52.233700,152367,0.009
19:15:45.503 > READ_CSV,349144,2,66.719,41254,52.233700,37769,0.009
19:15:45.503 > READ_CSV,349144,3,69.467,0,52.233700,0,0.009
19:15:45.514 > READ_CSV,349157,1,68.040,155921,52.233700,152367,0.009
19:15:45.514 > READ_CSV,349157,2,66.930,41265,52.233700,37769,0.009
19:15:45.514 > READ_CSV,349157,3,67.485,0,52.233700,0,0.009
19:15:45.525 > READ_CSV,349169,1,67.523,155894,52.233700,152367,0.009
19:15:45.525 > READ_CSV,349169,2,66.643,41250,52.233700,37769,0.009
19:15:45.525 > READ_CSV,349169,3,67.083,0,52.233700,0,0.009
19:15:45.540 > READ_CSV,349182,1,71.123,156082,52.233700,152367,0.009
19:15:45.540 > READ_CSV,349182,2,64.728,41150,52.233700,37769,0.009
19:15:45.540 > READ_CSV,349182,3,67.925,0,52.233700,0,0.009
19:15:45.548 > READ_CSV,349194,1,71.812,156118,52.233700,152367,0.010
19:15:45.548 > READ_CSV,349194,2,64.594,41143,52.233700,37769,0.010
19:15:45.548 > READ_CSV,349194,3,68.203,0,52.233700,0,0.010
19:15:45.564 > READ_CSV,349207,1,70.587,156054,52.233700,152367,0.010
19:15:45.564 > READ_CSV,349207,2,66.834,41260,52.233700,37769,0.010
19:15:45.564 > READ_CSV,349207,3,68.710,0,52.233700,0,0.010
19:15:45.575 > READ_CSV,349219,1,71.027,156077,52.233700,152367,0.010
19:15:45.575 > READ_CSV,349219,2,63.350,41078,52.233700,37769,0.010
19:15:45.575 > READ_CSV,349219,3,67.188,0,52.233700,0,0.010
19:15:45.589 > READ_CSV,349232,1,72.195,156138,52.233700,152367,0.010
19:15:45.589 > READ_CSV,349232,2,63.063,41063,52.233700,37769,0.010
19:15:45.589 > READ_CSV,349232,3,67.629,0,52.233700,0,0.010
19:15:45.600 > READ_CSV,349244,1,71.659,156110,52.233700,152367,0.010
19:15:45.600 > READ_CSV,349244,2,64.537,41140,52.233700,37769,0.010
19:15:45.600 > READ_CSV,349244,3,68.098,0,52.233700,0,0.010
19:15:45.615 > READ_CSV,349257,1,71.984,156127,52.233700,152367,0.010
19:15:45.615 > READ_CSV,349257,2,61.263,40969,52.233700,37769,0.010
19:15:45.615 > READ_CSV,349257,3,66.624,0,52.233700,0,0.010
19:15:45.623 > READ_CSV,349269,1,71.046,156078,52.233700,152367,0.010
19:15:45.623 > READ_CSV,349269,2,66.605,41248,52.233700,37769,0.010
19:15:45.623 > READ_CSV,349269,3,68.825,0,52.233700,0,0.010
19:15:45.639 > READ_CSV,349282,1,73.229,156192,52.233700,152367,0.010
19:15:45.639 > READ_CSV,349282,2,67.830,41312,52.233700,37769,0.010
19:15:45.639 > READ_CSV,349282,3,70.529,0,52.233700,0,0.010
19:15:45.651 > READ_CSV,349294,1,73.516,156207,52.233700,152367,0.011
19:15:45.651 > READ_CSV,349294,2,66.451,41240,52.233700,37769,0.011
19:15:45.651 > READ_CSV,349294,3,69.984,0,52.233700,0,0.011
19:15:45.665 > READ_CSV,349307,1,67.906,155914,52.233700,152367,0.011
19:15:45.665 > READ_CSV,349307,2,64.613,41144,52.233700,37769,0.011
19:15:45.665 > READ_CSV,349307,3,66.260,0,52.233700,0,0.011
19:15:45.676 > READ_CSV,349319,1,71.391,156096,52.233700,152367,0.011
19:15:45.676 > READ_CSV,349319,2,66.279,41231,52.233700,37769,0.011
19:15:45.676 > READ_CSV,349319,3,68.835,0,52.233700,0,0.011
19:15:45.691 > READ_CSV,349332,1,74.607,156264,52.233700,152367,0.011
19:15:45.691 > READ_CSV,349332,2,66.375,41236,52.233700,37769,0.011
19:15:45.691 > READ_CSV,349332,3,70.491,0,52.233700,0,0.011
19:15:45.698 > READ_CSV,349344,1,69.591,156002,52.233700,152367,0.011
19:15:45.698 > READ_CSV,349344,2,65.781,41205,52.233700,37769,0.011
19:15:45.698 > READ_CSV,349344,3,67.686,0,52.233700,0,0.011
19:15:45.715 > READ_CSV,349357,1,69.668,156006,52.233700,152367,0.011
19:15:45.715 > READ_CSV,349357,2,67.198,41279,52.233700,37769,0.011
19:15:45.715 > READ_CSV,349357,3,68.433,0,52.233700,0,0.011
19:15:45.723 > READ_CSV,349369,1,70.146,156031,52.233700,152367,0.011
19:15:45.723 > READ_CSV,349369,2,68.308,41337,52.233700,37769,0.011
19:15:45.723 > READ_CSV,349369,3,69.227,0,52.233700,0,0.011
19:15:45.740 > READ_CSV,349382,1,69.361,155990,52.233700,152367,0.011
19:15:45.740 > READ_CSV,349382,2,71.142,41485,52.233700,37769,0.011
19:15:45.740 > READ_CSV,349382,3,70.252,0,52.233700,0,0.011
19:15:45.748 > READ_CSV,349394,1,67.830,155910,52.233700,152367,0.012
19:15:45.748 > READ_CSV,349394,2,65.264,41178,52.233700,37769,0.012
19:15:45.748 > READ_CSV,349394,3,66.547,0,52.233700,0,0.012
19:15:45.765 > READ_CSV,349407,1,68.730,155957,52.233700,152367,0.012
19:15:45.765 > READ_CSV,349407,2,64.001,41112,52.233700,37769,0.012
19:15:45.765 > READ_CSV,349407,3,66.365,0,52.233700,0,0.012
19:15:45.778 > READ_CSV,349419,1,68.978,155970,52.233700,152367,0.012
19:15:45.779 > READ_CSV,349419,2,62.890,41054,52.233700,37769,0.012
19:15:45.779 > READ_CSV,349419,3,65.934,0,52.233700,0,0.012
19:15:45.790 > READ_CSV,349432,1,69.304,155987,52.233700,152367,0.012
19:15:45.791 > READ_CSV,349432,2,64.326,41129,52.233700,37769,0.012
19:15:45.791 > READ_CSV,349432,3,66.815,0,52.233700,0,0.012
19:15:45.798 > READ_CSV,349444,1,75.851,156329,52.233700,152367,0.012
19:15:45.798 > READ_CSV,349444,2,63.695,41096,52.233700,37769,0.012
19:15:45.798 > READ_CSV,349444,3,69.773,0,52.233700,0,0.012
19:15:45.815 > READ_CSV,349457,1,73.056,156183,52.233700,152367,0.012
19:15:45.815 > READ_CSV,349457,2,64.786,41153,52.233700,37769,0.012
19:15:45.815 > READ_CSV,349457,3,68.921,0,52.233700,0,0.012
19:15:45.823 > READ_CSV,349469,1,70.031,156025,52.233700,152367,0.012
19:15:45.823 > READ_CSV,349469,2,64.958,41162,52.233700,37769,0.012
19:15:45.823 > READ_CSV,349469,3,67.495,0,52.233700,0,0.012
19:15:45.840 > READ_CSV,349482,1,70.778,156064,52.233700,152367,0.012
19:15:45.840 > READ_CSV,349482,2,63.618,41092,52.233700,37769,0.012
19:15:45.840 > READ_CSV,349482,3,67.198,0,52.233700,0,0.012
19:15:45.849 > READ_CSV,349494,1,70.165,156032,52.233700,152367,0.013
19:15:45.849 > READ_CSV,349494,2,67.275,41283,52.233700,37769,0.013
19:15:45.849 > READ_CSV,349494,3,68.720,0,52.233700,0,0.013
19:15:45.865 > READ_CSV,349507,1,72.310,156144,52.233700,152367,0.013
19:15:45.865 > READ_CSV,349507,2,68.385,41341,52.233700,37769,0.013
19:15:45.865 > READ_CSV,349507,3,70.347,0,52.233700,0,0.013
19:15:45.878 > READ_CSV,349519,1,67.064,155870,52.233700,152367,0.013
19:15:45.878 > READ_CSV,349519,2,66.777,41257,52.233700,37769,0.013
19:15:45.878 > READ_CSV,349519,3,66.920,0,52.233700,0,0.013
19:15:45.890 > READ_CSV,349532,1,69.802,156013,52.233700,152367,0.013
19:15:45.891 > READ_CSV,349532,2,67.370,41288,52.233700,37769,0.013
19:15:45.891 > READ_CSV,349532,3,68.586,0,52.233700,0,0.013
19:15:45.904 > READ_CSV,349544,1,69.936,156020,52.233700,152367,0.013
19:15:45.904 > READ_CSV,349544,2,66.719,41254,52.233700,37769,0.013
19:15:45.904 > READ_CSV,349544,3,68.328,0,52.233700,0,0.013
19:15:45.915 > READ_CSV,349557,1,71.793,156117,52.233700,152367,0.013
19:15:45.915 > READ_CSV,349557,2,65.934,41213,52.233700,37769,0.013
19:15:45.915 > READ_CSV,349557,3,68.864,0,52.233700,0,0.013
19:15:45.929 > READ_CSV,349569,1,71.180,156085,52.233700,152367,0.013
19:15:45.929 > READ_CSV,349569,2,65.130,41171,52.233700,37769,0.013
19:15:45.929 > READ_CSV,349569,3,68.155,0,52.233700,0,0.013
19:15:45.940 > READ_CSV,349582,1,73.765,156220,52.233700,152367,0.013
19:15:45.940 > READ_CSV,349582,2,66.643,41250,52.233700,37769,0.013
19:15:45.940 > READ_CSV,349582,3,70.204,0,52.233700,0,0.013
19:15:45.954 > READ_CSV,349594,1,72.865,156173,52.233700,152367,0.014
19:15:45.954 > READ_CSV,349594,2,65.264,41178,52.233700,37769,0.014
19:15:45.954 > READ_CSV,349594,3,69.065,0,52.233700,0,0.014
19:15:45.965 > READ_CSV,349607,1,66.336,155832,52.233700,152367,0.014
19:15:45.965 > READ_CSV,349607,2,63.867,41105,52.233700,37769,0.014
19:15:45.965 > READ_CSV,349607,3,65.102,0,52.233700,0,0.014
