10:56:36.407 > Starting HX711 dual-example (Teensy + Adafruit HX711)
10:56:36.414 > Scale 1 is busy...
10:56:36.414 > Scale 2 is busy...
10:56:36.425 > Scale 1 is busy...
10:56:36.425 > Scale 2 is busy...
10:56:36.436 > Scale 1 is busy...
10:56:36.436 > Scale 2 is busy...
10:56:36.440 > Scale 1 is busy...
10:56:36.440 > Scale 2 is busy...
10:56:36.453 > Scale 1 is busy...
10:56:36.453 > Scale 2 is busy...
10:56:36.466 > Scale 1 is busy...
10:56:36.466 > Scale 2 is busy...
10:56:36.474 > Scale 1 is busy...
10:56:36.474 > Scale 2 is busy...
10:56:36.495 > READ_CSV,time_ms,loadcell,grams,raw,scale,tare,throttle
10:57:33.934 > READ_CSV,62081,3,82.322,0,52.233700,0,0.020
10:57:33.946 > READ_CSV,62094,1,48.379,154894,52.233700,152367,0.021
10:57:33.946 > READ_CSV,62094,2,113.452,43695,52.233700,37769,0.021
10:57:33.946 > READ_CSV,62094,3,80.915,0,52.233700,0,0.021
10:57:33.960 > READ_CSV,62106,1,46.503,154796,52.233700,152367,0.021
10:57:33.960 > READ_CSV,62106,2,115.711,43813,52.233700,37769,0.021
10:57:33.960 > READ_CSV,62106,3,81.107,0,52.233700,0,0.021
10:57:33.972 > READ_CSV,62119,1,49.719,154964,52.233700,152367,0.022
10:57:33.972 > READ_CSV,62119,2,111.997,43619,52.233700,37769,0.022
10:57:33.972 > READ_CSV,62119,3,80.858,0,52.233700,0,0.022
10:57:33.983 > READ_CSV,62131,1,52.361,155102,52.233700,152367,0.022
10:57:33.983 > READ_CSV,62131,2,108.876,43456,52.233700,37769,0.022
10:57:33.983 > READ_CSV,62131,3,80.618,0,52.233700,0,0.022
10:57:33.997 > READ_CSV,62144,1,50.331,154996,52.233700,152367,0.024
10:57:33.997 > READ_CSV,62144,2,113.069,43675,52.233700,37769,0.024
10:57:33.997 > READ_CSV,62144,3,81.700,0,52.233700,0,0.024
10:57:34.008 > READ_CSV,62156,1,46.924,154818,52.233700,152367,0.024
10:57:34.008 > READ_CSV,62156,2,113.222,43683,52.233700,37769,0.024
10:57:34.008 > READ_CSV,62156,3,80.073,0,52.233700,0,0.024
10:57:34.018 > READ_CSV,62169,1,46.656,154804,52.233700,152367,0.025
10:57:34.018 > READ_CSV,62169,2,115.500,43802,52.233700,37769,0.025
10:57:34.018 > READ_CSV,62169,3,81.078,0,52.233700,0,0.025
10:57:34.033 > READ_CSV,62181,1,51.002,155031,52.233700,152367,0.025
10:57:34.033 > READ_CSV,62181,2,116.400,43849,52.233700,37769,0.025
10:57:34.033 > READ_CSV,62181,3,83.701,0,52.233700,0,0.025
10:57:34.047 > READ_CSV,62194,1,52.399,155104,52.233700,152367,0.027
10:57:34.047 > READ_CSV,62194,2,115.577,43806,52.233700,37769,0.027
10:57:34.047 > READ_CSV,62194,3,83.988,0,52.233700,0,0.027
10:57:34.058 > READ_CSV,62206,1,51.480,155056,52.233700,152367,0.027
10:57:34.058 > READ_CSV,62206,2,112.935,43668,52.233700,37769,0.027
10:57:34.058 > READ_CSV,62206,3,82.207,0,52.233700,0,0.027
10:57:34.067 > READ_CSV,62219,1,48.532,154902,52.233700,152367,0.028
10:57:34.067 > READ_CSV,62219,2,116.649,43862,52.233700,37769,0.028
10:57:34.067 > READ_CSV,62219,3,82.590,0,52.233700,0,0.028
10:57:34.083 > READ_CSV,62231,1,49.432,154949,52.233700,152367,0.028
10:57:34.083 > READ_CSV,62231,2,116.821,43871,52.233700,37769,0.028
10:57:34.083 > READ_CSV,62231,3,83.126,0,52.233700,0,0.028
10:57:34.096 > READ_CSV,62244,1,47.996,154874,52.233700,152367,0.030
10:57:34.096 > READ_CSV,62244,2,118.487,43958,52.233700,37769,0.030
10:57:34.096 > READ_CSV,62244,3,83.241,0,52.233700,0,0.030
10:57:34.109 > READ_CSV,62256,1,51.710,155068,52.233700,152367,0.030
10:57:34.109 > READ_CSV,62256,2,117.587,43911,52.233700,37769,0.030
10:57:34.109 > READ_CSV,62256,3,84.648,0,52.233700,0,0.030
10:57:34.118 > READ_CSV,62269,1,51.442,155054,52.233700,152367,0.031
10:57:34.118 > READ_CSV,62269,2,115.787,43817,52.233700,37769,0.031
10:57:34.118 > READ_CSV,62269,3,83.615,0,52.233700,0,0.031
10:57:34.135 > READ_CSV,62281,1,46.254,154783,52.233700,152367,0.031
10:57:34.135 > READ_CSV,62281,2,115.041,43778,52.233700,37769,0.031
10:57:34.135 > READ_CSV,62281,3,80.647,0,52.233700,0,0.031
10:57:34.146 > READ_CSV,62294,1,46.330,154787,52.233700,152367,0.033
10:57:34.146 > READ_CSV,62294,2,116.936,43877,52.233700,37769,0.033
10:57:34.146 > READ_CSV,62294,3,81.633,0,52.233700,0,0.033
10:57:34.159 > READ_CSV,62306,1,48.781,154915,52.233700,152367,0.033
10:57:34.159 > READ_CSV,62306,2,114.198,43734,52.233700,37769,0.033
10:57:34.159 > READ_CSV,62306,3,81.490,0,52.233700,0,0.033
10:57:34.170 > READ_CSV,62319,1,48.494,154900,52.233700,152367,0.034
10:57:34.170 > READ_CSV,62319,2,113.739,43710,52.233700,37769,0.034
10:57:34.170 > READ_CSV,62319,3,81.116,0,52.233700,0,0.034
10:57:34.185 > READ_CSV,62331,1,46.024,154771,52.233700,152367,0.034
10:57:34.185 > READ_CSV,62331,2,113.452,43695,52.233700,37769,0.034
10:57:34.185 > READ_CSV,62331,3,79.738,0,52.233700,0,0.034
10:57:34.193 > READ_CSV,62344,1,48.723,154912,52.233700,152367,0.036
10:57:34.193 > READ_CSV,62344,2,115.653,43810,52.233700,37769,0.036
10:57:34.193 > READ_CSV,62344,3,82.188,0,52.233700,0,0.036
10:57:34.209 > READ_CSV,62356,1,49.393,154947,52.233700,152367,0.036
10:57:34.209 > READ_CSV,62356,2,115.462,43800,52.233700,37769,0.036
10:57:34.209 > READ_CSV,62356,3,82.428,0,52.233700,0,0.036
10:57:34.217 > READ_CSV,62369,1,52.131,155090,52.233700,152367,0.037
10:57:34.217 > READ_CSV,62369,2,114.907,43771,52.233700,37769,0.037
10:57:34.217 > READ_CSV,62369,3,83.519,0,52.233700,0,0.037
10:57:34.234 > READ_CSV,62381,1,51.518,155058,52.233700,152367,0.037
10:57:34.234 > READ_CSV,62381,2,113.337,43689,52.233700,37769,0.037
10:57:34.234 > READ_CSV,62381,3,82.428,0,52.233700,0,0.037
10:57:34.242 > READ_CSV,62394,1,51.021,155032,52.233700,152367,0.039
10:57:34.242 > READ_CSV,62394,2,113.567,43701,52.233700,37769,0.039
10:57:34.242 > READ_CSV,62394,3,82.294,0,52.233700,0,0.039
10:57:34.259 > READ_CSV,62406,1,49.374,154946,52.233700,152367,0.039
10:57:34.259 > READ_CSV,62406,2,115.117,43782,52.233700,37769,0.039
10:57:34.259 > READ_CSV,62406,3,82.246,0,52.233700,0,0.039
10:57:34.272 > READ_CSV,62419,1,51.231,155043,52.233700,152367,0.040
10:57:34.272 > READ_CSV,62419,2,117.491,43906,52.233700,37769,0.040
10:57:34.272 > READ_CSV,62419,3,84.361,0,52.233700,0,0.040
10:57:34.284 > READ_CSV,62431,1,50.714,155016,52.233700,152367,0.040
10:57:34.284 > READ_CSV,62431,2,116.151,43836,52.233700,37769,0.040
10:57:34.284 > READ_CSV,62431,3,83.433,0,52.233700,0,0.040
10:57:34.293 > READ_CSV,62444,1,49.259,154940,52.233700,152367,0.042
10:57:34.293 > READ_CSV,62444,2,114.754,43763,52.233700,37769,0.042
10:57:34.293 > READ_CSV,62444,3,82.006,0,52.233700,0,0.042
10:57:34.310 > READ_CSV,62456,1,47.460,154846,52.233700,152367,0.042
10:57:34.310 > READ_CSV,62456,2,114.294,43739,52.233700,37769,0.042
10:57:34.310 > READ_CSV,62456,3,80.877,0,52.233700,0,0.042
10:57:34.320 > READ_CSV,62469,1,43.363,154632,52.233700,152367,0.043
10:57:34.320 > READ_CSV,62469,2,114.926,43772,52.233700,37769,0.043
10:57:34.320 > READ_CSV,62469,3,79.144,0,52.233700,0,0.043
10:57:34.334 > READ_CSV,62481,1,45.048,154720,52.233700,152367,0.043
10:57:34.334 > READ_CSV,62481,2,114.696,43760,52.233700,37769,0.043
10:57:34.334 > READ_CSV,62481,3,79.872,0,52.233700,0,0.043
10:57:34.345 > READ_CSV,62494,1,48.781,154915,52.233700,152367,0.045
10:57:34.345 > READ_CSV,62494,2,114.217,43735,52.233700,37769,0.045
10:57:34.345 > READ_CSV,62494,3,81.499,0,52.233700,0,0.045
10:57:34.360 > READ_CSV,62506,1,53.146,155143,52.233700,152367,0.045
10:57:34.360 > READ_CSV,62506,2,113.873,43717,52.233700,37769,0.045
10:57:34.360 > READ_CSV,62506,3,83.509,0,52.233700,0,0.045
10:57:34.371 > READ_CSV,62519,1,56.094,155297,52.233700,152367,0.046
10:57:34.371 > READ_CSV,62519,2,111.652,43601,52.233700,37769,0.046
10:57:34.371 > READ_CSV,62519,3,83.873,0,52.233700,0,0.046
10:57:34.385 > READ_CSV,62531,1,50.695,155015,52.233700,152367,0.046
10:57:34.385 > READ_CSV,62531,2,113.050,43674,52.233700,37769,0.046
10:57:34.385 > READ_CSV,62531,3,81.872,0,52.233700,0,0.046
10:57:34.397 > READ_CSV,62544,1,49.987,154978,52.233700,152367,0.048
10:57:34.397 > READ_CSV,62544,2,113.643,43705,52.233700,37769,0.048
10:57:34.397 > READ_CSV,62544,3,81.815,0,52.233700,0,0.048
10:57:34.410 > READ_CSV,62556,1,50.906,155026,52.233700,152367,0.048
10:57:34.410 > READ_CSV,62556,2,112.303,43635,52.233700,37769,0.048
10:57:34.410 > READ_CSV,62556,3,81.604,0,52.233700,0,0.048
10:57:34.422 > READ_CSV,62569,1,47.019,154823,52.233700,152367,0.049
10:57:34.422 > READ_CSV,62569,2,115.979,43827,52.233700,37769,0.049
10:57:34.422 > READ_CSV,62569,3,81.499,0,52.233700,0,0.049
10:57:34.435 > READ_CSV,62581,1,47.651,154856,52.233700,152367,0.049
10:57:34.435 > READ_CSV,62581,2,116.189,43838,52.233700,37769,0.049
10:57:34.435 > READ_CSV,62581,3,81.920,0,52.233700,0,0.049
10:57:34.443 > READ_CSV,62594,1,48.723,154912,52.233700,152367,0.051
10:57:34.443 > READ_CSV,62594,2,113.586,43702,52.233700,37769,0.051
10:57:34.443 > READ_CSV,62594,3,81.155,0,52.233700,0,0.051
10:57:34.454 > READ_CSV,62606,1,50.274,154993,52.233700,152367,0.051
10:57:34.460 > READ_CSV,62606,2,113.892,43718,52.233700,37769,0.051
10:57:34.460 > READ_CSV,62606,3,82.083,0,52.233700,0,0.051
10:57:34.468 > READ_CSV,62619,1,50.312,154995,52.233700,152367,0.052
10:57:34.468 > READ_CSV,62619,2,115.213,43787,52.233700,37769,0.052
10:57:34.468 > READ_CSV,62619,3,82.763,0,52.233700,0,0.052
10:57:34.482 > READ_CSV,62631,1,49.700,154963,52.233700,152367,0.052
10:57:34.485 > READ_CSV,62631,2,115.290,43791,52.233700,37769,0.052
10:57:34.485 > READ_CSV,62631,3,82.495,0,52.233700,0,0.052
10:57:34.494 > READ_CSV,62644,1,48.072,154878,52.233700,152367,0.054
10:57:34.494 > READ_CSV,62644,2,116.783,43869,52.233700,37769,0.054
10:57:34.494 > READ_CSV,62644,3,82.428,0,52.233700,0,0.054
10:57:34.509 > READ_CSV,62656,1,48.417,154896,52.233700,152367,0.054
10:57:34.510 > READ_CSV,62656,2,116.821,43871,52.233700,37769,0.054
10:57:34.510 > READ_CSV,62656,3,82.619,0,52.233700,0,0.054
10:57:34.519 > READ_CSV,62669,1,49.661,154961,52.233700,152367,0.055
10:57:34.519 > READ_CSV,62669,2,115.634,43809,52.233700,37769,0.055
10:57:34.519 > READ_CSV,62669,3,82.648,0,52.233700,0,0.055
10:57:34.534 > READ_CSV,62681,1,47.230,154834,52.233700,152367,0.055
10:57:34.535 > READ_CSV,62681,2,117.204,43891,52.233700,37769,0.055
10:57:34.535 > READ_CSV,62681,3,82.217,0,52.233700,0,0.055
10:57:34.545 > READ_CSV,62694,1,45.201,154728,52.233700,152367,0.057
10:57:34.545 > READ_CSV,62694,2,117.338,43898,52.233700,37769,0.057
10:57:34.545 > READ_CSV,62694,3,81.269,0,52.233700,0,0.057
10:57:34.552 > READ_CSV,62706,1,48.111,154880,52.233700,152367,0.057
10:57:34.552 > READ_CSV,62706,2,116.419,43850,52.233700,37769,0.057
10:57:34.552 > READ_CSV,62706,3,82.265,0,52.233700,0,0.057
10:57:34.569 > READ_CSV,62719,1,50.485,155004,52.233700,152367,0.058
10:57:34.569 > READ_CSV,62719,2,115.960,43826,52.233700,37769,0.058
10:57:34.569 > READ_CSV,62719,3,83.222,0,52.233700,0,0.058
10:57:34.577 > READ_CSV,62731,1,44.760,154705,52.233700,152367,0.058
10:57:34.577 > READ_CSV,62731,2,117.874,43926,52.233700,37769,0.058
10:57:34.577 > READ_CSV,62731,3,81.317,0,52.233700,0,0.058
10:57:34.596 > READ_CSV,62744,1,47.077,154826,52.233700,152367,0.060
10:57:34.596 > READ_CSV,62744,2,118.429,43955,52.233700,37769,0.060
10:57:34.596 > READ_CSV,62744,3,82.753,0,52.233700,0,0.060
10:57:34.606 > READ_CSV,62756,1,47.785,154863,52.233700,152367,0.060
10:57:34.610 > READ_CSV,62756,2,117.185,43890,52.233700,37769,0.060
10:57:34.610 > READ_CSV,62756,3,82.485,0,52.233700,0,0.060
10:57:34.619 > READ_CSV,62769,1,49.585,154957,52.233700,152367,0.061
10:57:34.619 > READ_CSV,62769,2,116.113,43834,52.233700,37769,0.061
10:57:34.619 > READ_CSV,62769,3,82.849,0,52.233700,0,0.061
10:57:34.627 > READ_CSV,62781,1,53.988,155187,52.233700,152367,0.061
10:57:34.627 > READ_CSV,62781,2,117.013,43881,52.233700,37769,0.061
10:57:34.627 > READ_CSV,62781,3,85.500,0,52.233700,0,0.061
10:57:34.647 > READ_CSV,62794,1,49.853,154971,52.233700,152367,0.063
10:57:34.647 > READ_CSV,62794,2,117.529,43908,52.233700,37769,0.063
10:57:34.647 > READ_CSV,62794,3,83.691,0,52.233700,0,0.063
10:57:34.652 > READ_CSV,62806,1,46.751,154809,52.233700,152367,0.063
10:57:34.652 > READ_CSV,62806,2,116.247,43841,52.233700,37769,0.063
10:57:34.652 > READ_CSV,62806,3,81.499,0,52.233700,0,0.063
10:57:34.672 > READ_CSV,62819,1,46.541,154798,52.233700,152367,0.064
10:57:34.672 > READ_CSV,62819,2,111.078,43571,52.233700,37769,0.064
10:57:34.672 > READ_CSV,62819,3,78.809,0,52.233700,0,0.064
10:57:34.680 > READ_CSV,62831,1,47.115,154828,52.233700,152367,0.064
10:57:34.680 > READ_CSV,62831,2,113.892,43718,52.233700,37769,0.064
10:57:34.680 > READ_CSV,62831,3,80.504,0,52.233700,0,0.064
10:57:34.695 > READ_CSV,62844,1,52.782,155124,52.233700,152367,0.066
10:57:34.695 > READ_CSV,62844,2,111.767,43607,52.233700,37769,0.066
10:57:34.695 > READ_CSV,62844,3,82.274,0,52.233700,0,0.066
10:57:34.706 > READ_CSV,62856,1,55.367,155259,52.233700,152367,0.066
10:57:34.706 > READ_CSV,62856,2,109.144,43470,52.233700,37769,0.066
10:57:34.706 > READ_CSV,62856,3,82.255,0,52.233700,0,0.066
10:57:34.720 > READ_CSV,62869,1,80.370,156565,52.233700,152367,0.067
10:57:34.720 > READ_CSV,62869,2,64.709,41149,52.233700,37769,0.067
10:57:34.720 > READ_CSV,62869,3,72.539,0,52.233700,0,0.067
10:57:34.732 > READ_CSV,62881,1,85.041,156809,52.233700,152367,0.067
10:57:34.732 > READ_CSV,62881,2,68.672,41356,52.233700,37769,0.067
10:57:34.732 > READ_CSV,62881,3,76.857,0,52.233700,0,0.067
10:57:34.745 > READ_CSV,62894,1,31.455,154010,52.233700,152367,0.069
10:57:34.745 > READ_CSV,62894,2,221.524,49340,52.233700,37769,0.069
10:57:34.745 > READ_CSV,62894,3,126.489,0,52.233700,0,0.069
10:57:34.756 > READ_CSV,62906,1,64.403,155731,52.233700,152367,0.069
10:57:34.756 > READ_CSV,62906,2,-124.996,31240,52.233700,37769,0.069
10:57:34.756 > READ_CSV,62906,3,-30.297,0,52.233700,0,0.069
10:57:34.772 > READ_CSV,62919,1,231.824,164476,52.233700,152367,0.071
10:57:34.772 > READ_CSV,62919,2,140.924,45130,52.233700,37769,0.071
10:57:34.772 > READ_CSV,62919,3,186.374,0,52.233700,0,0.071
10:57:34.783 > READ_CSV,62931,1,-3.829,152167,52.233700,152367,0.071
10:57:34.783 > READ_CSV,62931,2,136.885,44919,52.233700,37769,0.071
10:57:34.783 > READ_CSV,62931,3,66.528,0,52.233700,0,0.071
10:57:34.797 > READ_CSV,62944,1,123.752,158831,52.233700,152367,0.072
10:57:34.797 > READ_CSV,62944,2,-13.363,37071,52.233700,37769,0.072
10:57:34.797 > READ_CSV,62944,3,55.194,0,52.233700,0,0.072
10:57:34.803 > READ_CSV,62956,1,143.317,159853,52.233700,152367,0.072
10:57:34.803 > READ_CSV,62956,2,82.629,42085,52.233700,37769,0.072
10:57:34.803 > READ_CSV,62956,3,112.973,0,52.233700,0,0.072
10:57:34.820 > READ_CSV,62969,1,98.691,157522,52.233700,152367,0.074
10:57:34.820 > READ_CSV,62969,2,125.321,44315,52.233700,37769,0.074
10:57:34.820 > READ_CSV,62969,3,112.006,0,52.233700,0,0.074
10:57:34.832 > READ_CSV,62981,1,119.616,158615,52.233700,152367,0.074
10:57:34.832 > READ_CSV,62981,2,143.930,45287,52.233700,37769,0.074
10:57:34.832 > READ_CSV,62981,3,131.773,0,52.233700,0,0.074
10:57:34.847 > READ_CSV,62994,1,139.469,159652,52.233700,152367,0.075
10:57:34.847 > READ_CSV,62994,2,125.149,44306,52.233700,37769,0.075
10:57:34.847 > READ_CSV,62994,3,132.309,0,52.233700,0,0.075
10:57:34.858 > READ_CSV,63006,1,131.333,159227,52.233700,152367,0.075
10:57:34.858 > READ_CSV,63006,2,134.166,44777,52.233700,37769,0.075
10:57:34.858 > READ_CSV,63006,3,132.750,0,52.233700,0,0.075
10:57:34.870 > READ_CSV,63019,1,134.339,159384,52.233700,152367,0.077
10:57:34.870 > READ_CSV,63019,2,153.368,45780,52.233700,37769,0.077
10:57:34.870 > READ_CSV,63019,3,143.853,0,52.233700,0,0.077
10:57:34.883 > READ_CSV,63031,1,139.220,159639,52.233700,152367,0.077
10:57:34.883 > READ_CSV,63031,2,150.612,45636,52.233700,37769,0.077
10:57:34.883 > READ_CSV,63031,3,144.916,0,52.233700,0,0.077
10:57:34.897 > READ_CSV,63044,1,153.962,160409,52.233700,152367,0.078
10:57:34.897 > READ_CSV,63044,2,140.120,45088,52.233700,37769,0.078
10:57:34.897 > READ_CSV,63044,3,147.041,0,52.233700,0,0.078
10:57:34.903 > READ_CSV,63056,1,153.885,160405,52.233700,152367,0.078
10:57:34.903 > READ_CSV,63056,2,151.033,45658,52.233700,37769,0.078
10:57:34.903 > READ_CSV,63056,3,152.459,0,52.233700,0,0.078
10:57:34.921 > READ_CSV,63069,1,143.643,159870,52.233700,152367,0.080
10:57:34.921 > READ_CSV,63069,2,159.208,46085,52.233700,37769,0.080
10:57:34.921 > READ_CSV,63069,3,151.425,0,52.233700,0,0.080
10:57:34.930 > READ_CSV,63081,1,126.508,158975,52.233700,152367,0.080
10:57:34.930 > READ_CSV,63081,2,155.628,45898,52.233700,37769,0.080
10:57:34.930 > READ_CSV,63081,3,141.068,0,52.233700,0,0.080
10:57:34.945 > READ_CSV,63094,1,129.686,159141,52.233700,152367,0.081
10:57:34.948 > READ_CSV,63094,2,146.687,45431,52.233700,37769,0.081
10:57:34.948 > READ_CSV,63094,3,138.187,0,52.233700,0,0.081
10:57:34.953 > READ_CSV,63106,1,137.861,159568,52.233700,152367,0.081
10:57:34.953 > READ_CSV,63106,2,140.982,45133,52.233700,37769,0.081
10:57:34.953 > READ_CSV,63106,3,139.421,0,52.233700,0,0.081
10:57:34.972 > READ_CSV,63119,1,144.332,159906,52.233700,152367,0.083
10:57:34.972 > READ_CSV,63119,2,149.386,45572,52.233700,37769,0.083
10:57:34.972 > READ_CSV,63119,3,146.859,0,52.233700,0,0.083
10:57:34.982 > READ_CSV,63131,1,156.566,160545,52.233700,152367,0.083
10:57:34.982 > READ_CSV,63131,2,146.936,45444,52.233700,37769,0.083
