20:19:53.980 > Starting HX711 dual-example (Teensy + Adafruit HX711)
20:19:53.980 > Scale 1 is busy...
20:19:53.980 > Scale 2 is busy...
20:19:53.990 > Scale 1 is busy...
20:19:53.990 > Scale 2 is busy...
20:19:53.996 > Scale 1 is busy...
20:19:53.996 > Scale 2 is busy...
20:19:54.015 > Scale 1 is busy...
20:19:54.015 > Scale 2 is busy...
20:19:54.021 > Scale 1 is busy...
20:19:54.021 > Scale 2 is busy...
20:19:54.029 > Scale 1 is busy...
20:19:54.029 > Scale 2 is busy...
20:19:54.040 > Scale 1 is busy...
20:19:54.040 > Scale 2 is busy...
20:19:54.063 > READ_CSV,time_ms,loadcell,grams,raw,scale,tare,throttle
20:19:54.064 > Calibrating both scales together:
20:19:58.194 > Tare1 raw = 97078
20:19:58.194 > Tare2 raw = 44461
20:19:58.194 > 
20:19:58.194 > Calibration complete. Readings follow...
20:20:05.594 > [char] Starting throttle ramp to 0.40 then back to 0
20:20:05.594 > READ_CSV,23493,1,-1858.532,0,52.233700,97078,0.000
20:20:05.594 > READ_CSV,23493,2,-851.194,0,52.233700,44461,0.000
20:20:05.594 > READ_CSV,23493,3,-1354.863,0,52.233700,0,0.000
20:20:05.601 > READ_CSV,23505,1,-1858.532,0,52.233700,97078,0.000
20:20:05.601 > READ_CSV,23505,2,-851.194,0,52.233700,44461,0.000
20:20:05.601 > READ_CSV,23505,3,-1354.863,0,52.233700,0,0.000
20:20:05.617 > READ_CSV,23518,1,-1858.532,0,52.233700,97078,0.001
20:20:05.617 > READ_CSV,23518,2,-851.194,0,52.233700,44461,0.001
20:20:05.617 > READ_CSV,23518,3,-1354.863,0,52.233700,0,0.001
20:20:05.624 > READ_CSV,23530,1,-1858.532,0,52.233700,97078,0.001
20:20:05.624 > READ_CSV,23530,2,-851.194,0,52.233700,44461,0.001
20:20:05.624 > READ_CSV,23530,3,-1354.863,0,52.233700,0,0.001
20:20:05.643 > READ_CSV,23543,1,-1858.532,0,52.233700,97078,0.002
20:20:05.643 > READ_CSV,23543,2,-851.194,0,52.233700,44461,0.002
20:20:05.643 > READ_CSV,23543,3,-1354.863,0,52.233700,0,0.002
20:20:05.649 > READ_CSV,23555,1,-1858.532,0,52.233700,97078,0.002
20:20:05.649 > READ_CSV,23555,2,-851.194,0,52.233700,44461,0.002
20:20:05.649 > READ_CSV,23555,3,-1354.863,0,52.233700,0,0.002
20:20:05.667 > READ_CSV,23568,1,-1858.532,0,52.233700,97078,0.003
20:20:05.667 > READ_CSV,23568,2,-851.194,0,52.233700,44461,0.003
20:20:05.667 > READ_CSV,23568,3,-1354.863,0,52.233700,0,0.003
20:20:05.675 > READ_CSV,23580,1,-1858.532,0,52.233700,97078,0.003
20:20:05.675 > READ_CSV,23580,2,-851.194,0,52.233700,44461,0.003
20:20:05.675 > READ_CSV,23580,3,-1354.863,0,52.233700,0,0.003
