23:51:52.738 > Starting HX711 dual-example (Teensy + Adafruit HX711)
23:51:52.740 > Scale 1 is busy...
23:51:52.740 > Scale 2 is busy...
23:51:52.750 > Scale 1 is busy...
23:51:52.750 > Scale 2 is busy...
23:51:52.760 > Scale 1 is busy...
23:51:52.760 > Scale 2 is busy...
23:51:52.770 > Scale 1 is busy...
23:51:52.770 > Scale 2 is busy...
23:51:52.779 > Scale 1 is busy...
23:51:52.779 > Scale 2 is busy...
23:51:52.790 > Scale 1 is busy...
23:51:52.790 > Scale 2 is busy...
23:51:52.798 > Scale 1 is busy...
23:51:52.798 > Scale 2 is busy...
23:51:52.823 > READ_CSV,time_ms,loadcell,grams,raw,scale,tare,throttle
23:52:01.667 > READ_CSV,13453,2,-783.785,-3171,52.233700,37769,0.021
23:52:01.667 > READ_CSV,13453,3,-819.643,0,52.233700,0,0.021
23:52:01.676 > READ_CSV,13465,1,-856.535,107627,52.233700,152367,0.021
23:52:01.684 > READ_CSV,13465,2,-781.047,-3028,52.233700,37769,0.021
23:52:01.684 > READ_CSV,13465,3,-818.791,0,52.233700,0,0.021
23:52:01.693 > READ_CSV,13478,1,-856.382,107635,52.233700,152367,0.022
23:52:01.693 > READ_CSV,13478,2,-784.532,-3210,52.233700,37769,0.022
23:52:01.693 > READ_CSV,13478,3,-820.457,0,52.233700,0,0.022
23:52:01.703 > READ_CSV,13490,1,-859.483,107473,52.233700,152367,0.022
23:52:01.709 > READ_CSV,13490,2,-787.767,-3379,52.233700,37769,0.022
23:52:01.709 > READ_CSV,13490,3,-823.625,0,52.233700,0,0.022
23:52:01.718 > READ_CSV,13503,1,-855.233,107695,52.233700,152367,0.024
23:52:01.718 > READ_CSV,13503,2,-784.800,-3224,52.233700,37769,0.024
23:52:01.718 > READ_CSV,13503,3,-820.017,0,52.233700,0,0.024
23:52:01.726 > READ_CSV,13515,1,-852.208,107853,52.233700,152367,0.024
23:52:01.734 > READ_CSV,13515,2,-784.742,-3221,52.233700,37769,0.024
23:52:01.734 > READ_CSV,13515,3,-818.475,0,52.233700,0,0.024
23:52:01.743 > READ_CSV,13528,1,-849.892,107974,52.233700,152367,0.025
23:52:01.743 > READ_CSV,13528,2,-783.479,-3155,52.233700,37769,0.025
23:52:01.743 > READ_CSV,13528,3,-816.685,0,52.233700,0,0.025
23:52:01.758 > READ_CSV,13540,1,-848.437,108050,52.233700,152367,0.025
23:52:01.758 > READ_CSV,13540,2,-780.416,-2995,52.233700,37769,0.025
23:52:01.758 > READ_CSV,13540,3,-814.426,0,52.233700,0,0.025
23:52:01.768 > READ_CSV,13553,1,-857.052,107600,52.233700,152367,0.027
23:52:01.768 > READ_CSV,13553,2,-782.273,-3092,52.233700,37769,0.027
23:52:01.768 > READ_CSV,13553,3,-819.662,0,52.233700,0,0.027
23:52:01.781 > READ_CSV,13565,1,-858.526,107523,52.233700,152367,0.027
23:52:01.781 > READ_CSV,13565,2,-785.566,-3264,52.233700,37769,0.027
23:52:01.781 > READ_CSV,13565,3,-822.046,0,52.233700,0,0.027
23:52:01.793 > READ_CSV,13578,1,-858.660,107516,52.233700,152367,0.028
23:52:01.793 > READ_CSV,13578,2,-786.676,-3322,52.233700,37769,0.028
23:52:01.793 > READ_CSV,13578,3,-822.668,0,52.233700,0,0.028
23:52:01.808 > READ_CSV,13590,1,-857.531,107575,52.233700,152367,0.028
23:52:01.809 > READ_CSV,13590,2,-787.978,-3390,52.233700,37769,0.028
23:52:01.809 > READ_CSV,13590,3,-822.754,0,52.233700,0,0.028
23:52:01.818 > READ_CSV,13603,1,-854.544,107731,52.233700,152367,0.030
23:52:01.818 > READ_CSV,13603,2,-786.331,-3304,52.233700,37769,0.030
23:52:01.818 > READ_CSV,13603,3,-820.438,0,52.233700,0,0.030
23:52:01.830 > READ_CSV,13615,1,-855.674,107672,52.233700,152367,0.030
23:52:01.830 > READ_CSV,13615,2,-786.963,-3337,52.233700,37769,0.030
23:52:01.830 > READ_CSV,13615,3,-821.318,0,52.233700,0,0.030
23:52:01.845 > READ_CSV,13628,1,-854.372,107740,52.233700,152367,0.031
23:52:01.845 > READ_CSV,13628,2,-783.862,-3175,52.233700,37769,0.031
23:52:01.845 > READ_CSV,13628,3,-819.117,0,52.233700,0,0.031
23:52:01.858 > READ_CSV,13640,1,-855.693,107671,52.233700,152367,0.031
23:52:01.858 > READ_CSV,13640,2,-784.436,-3205,52.233700,37769,0.031
23:52:01.858 > READ_CSV,13640,3,-820.064,0,52.233700,0,0.031
23:52:01.870 > READ_CSV,13653,1,-854.200,107749,52.233700,152367,0.033
23:52:01.871 > READ_CSV,13653,2,-784.340,-3200,52.233700,37769,0.033
23:52:01.871 > READ_CSV,13653,3,-819.270,0,52.233700,0,0.033
23:52:01.883 > READ_CSV,13665,1,-852.783,107823,52.233700,152367,0.033
23:52:01.883 > READ_CSV,13665,2,-783.804,-3172,52.233700,37769,0.033
23:52:01.883 > READ_CSV,13665,3,-818.294,0,52.233700,0,0.033
23:52:01.896 > READ_CSV,13678,1,-853.032,107810,52.233700,152367,0.034
23:52:01.896 > READ_CSV,13678,2,-790.811,-3538,52.233700,37769,0.034
23:52:01.896 > READ_CSV,13678,3,-821.922,0,52.233700,0,0.034
23:52:01.908 > READ_CSV,13690,1,-856.822,107612,52.233700,152367,0.034
23:52:01.908 > READ_CSV,13690,2,-790.601,-3527,52.233700,37769,0.034
23:52:01.908 > READ_CSV,13690,3,-823.712,0,52.233700,0,0.034
23:52:01.920 > READ_CSV,13703,1,-855.138,107700,52.233700,152367,0.036
23:52:01.921 > READ_CSV,13703,2,-790.562,-3525,52.233700,37769,0.036
23:52:01.921 > READ_CSV,13703,3,-822.850,0,52.233700,0,0.036
23:52:01.933 > READ_CSV,13715,1,-858.316,107534,52.233700,152367,0.036
23:52:01.933 > READ_CSV,13715,2,-788.820,-3434,52.233700,37769,0.036
23:52:01.933 > READ_CSV,13715,3,-823.568,0,52.233700,0,0.036
23:52:01.945 > READ_CSV,13728,1,-860.249,107433,52.233700,152367,0.037
23:52:01.946 > READ_CSV,13728,2,-783.804,-3172,52.233700,37769,0.037
23:52:01.946 > READ_CSV,13728,3,-822.027,0,52.233700,0,0.037
23:52:01.958 > READ_CSV,13740,1,-860.843,107402,52.233700,152367,0.037
23:52:01.958 > READ_CSV,13740,2,-787.786,-3380,52.233700,37769,0.037
23:52:01.958 > READ_CSV,13740,3,-824.315,0,52.233700,0,0.037
23:52:01.970 > READ_CSV,13753,1,-858.641,107517,52.233700,152367,0.039
23:52:01.970 > READ_CSV,13753,2,-795.559,-3786,52.233700,37769,0.039
23:52:01.970 > READ_CSV,13753,3,-827.100,0,52.233700,0,0.039
23:52:01.982 > READ_CSV,13765,1,-858.009,107550,52.233700,152367,0.039
23:52:01.983 > READ_CSV,13765,2,-796.842,-3853,52.233700,37769,0.039
23:52:01.983 > READ_CSV,13765,3,-827.426,0,52.233700,0,0.039
23:52:01.995 > READ_CSV,13778,1,-859.503,107472,52.233700,152367,0.040
23:52:01.995 > READ_CSV,13778,2,-796.440,-3832,52.233700,37769,0.040
23:52:01.995 > READ_CSV,13778,3,-827.971,0,52.233700,0,0.040
23:52:02.008 > READ_CSV,13790,1,-860.594,107415,52.233700,152367,0.040
23:52:02.008 > READ_CSV,13790,2,-792.534,-3628,52.233700,37769,0.040
23:52:02.008 > READ_CSV,13790,3,-826.564,0,52.233700,0,0.040
23:52:02.020 > READ_CSV,13803,1,-858.105,107545,52.233700,152367,0.042
23:52:02.020 > READ_CSV,13803,2,-789.050,-3446,52.233700,37769,0.042
23:52:02.020 > READ_CSV,13803,3,-823.578,0,52.233700,0,0.042
23:52:02.033 > READ_CSV,13815,1,-855.884,107661,52.233700,152367,0.042
23:52:02.033 > READ_CSV,13815,2,-783.651,-3164,52.233700,37769,0.042
23:52:02.033 > READ_CSV,13815,3,-819.768,0,52.233700,0,0.042
23:52:02.045 > READ_CSV,13828,1,-855.176,107698,52.233700,152367,0.043
23:52:02.046 > READ_CSV,13828,2,-778.386,-2889,52.233700,37769,0.043
23:52:02.046 > READ_CSV,13828,3,-816.781,0,52.233700,0,0.043
23:52:02.058 > READ_CSV,13840,1,-853.453,107788,52.233700,152367,0.043
23:52:02.058 > READ_CSV,13840,2,-778.138,-2876,52.233700,37769,0.043
23:52:02.058 > READ_CSV,13840,3,-815.795,0,52.233700,0,0.043
23:52:02.070 > READ_CSV,13853,1,-852.572,107834,52.233700,152367,0.045
23:52:02.071 > READ_CSV,13853,2,-775.553,-2741,52.233700,37769,0.045
23:52:02.071 > READ_CSV,13853,3,-814.063,0,52.233700,0,0.045
23:52:02.083 > READ_CSV,13865,1,-857.052,107600,52.233700,152367,0.045
23:52:02.083 > READ_CSV,13865,2,-767.646,-2328,52.233700,37769,0.045
23:52:02.083 > READ_CSV,13865,3,-812.349,0,52.233700,0,0.045
23:52:02.095 > READ_CSV,13878,1,-854.046,107757,52.233700,152367,0.046
23:52:02.095 > READ_CSV,13878,2,-764.774,-2178,52.233700,37769,0.046
23:52:02.095 > READ_CSV,13878,3,-809.410,0,52.233700,0,0.046
23:52:02.108 > READ_CSV,13890,1,-848.648,108039,52.233700,152367,0.046
23:52:02.108 > READ_CSV,13890,2,-766.306,-2258,52.233700,37769,0.046
23:52:02.108 > READ_CSV,13890,3,-807.477,0,52.233700,0,0.046
23:52:02.120 > READ_CSV,13903,1,-851.481,107891,52.233700,152367,0.048
23:52:02.120 > READ_CSV,13903,2,-763.588,-2116,52.233700,37769,0.048
23:52:02.120 > READ_CSV,13903,3,-807.534,0,52.233700,0,0.048
23:52:02.133 > READ_CSV,13915,1,-853.702,107775,52.233700,152367,0.048
23:52:02.133 > READ_CSV,13915,2,-757.519,-1799,52.233700,37769,0.048
23:52:02.133 > READ_CSV,13915,3,-805.610,0,52.233700,0,0.048
23:52:02.145 > READ_CSV,13928,1,-845.929,108181,52.233700,152367,0.049
23:52:02.145 > READ_CSV,13928,2,-751.277,-1473,52.233700,37769,0.049
23:52:02.145 > READ_CSV,13928,3,-798.603,0,52.233700,0,0.049
23:52:02.158 > READ_CSV,13940,1,-846.810,108135,52.233700,152367,0.049
23:52:02.158 > READ_CSV,13940,2,-743.026,-1042,52.233700,37769,0.049
23:52:02.158 > READ_CSV,13940,3,-794.918,0,52.233700,0,0.049
23:52:02.170 > READ_CSV,13953,1,-844.110,108276,52.233700,152367,0.051
23:52:02.170 > READ_CSV,13953,2,-733.396,-539,52.233700,37769,0.051
23:52:02.170 > READ_CSV,13953,3,-788.753,0,52.233700,0,0.051
23:52:02.183 > READ_CSV,13965,1,-841.430,108416,52.233700,152367,0.051
23:52:02.183 > READ_CSV,13965,2,-731.118,-420,52.233700,37769,0.051
23:52:02.183 > READ_CSV,13965,3,-786.274,0,52.233700,0,0.051
23:52:02.195 > READ_CSV,13978,1,-840.032,108489,52.233700,152367,0.052
23:52:02.196 > READ_CSV,13978,2,-734.411,-592,52.233700,37769,0.052
23:52:02.196 > READ_CSV,13978,3,-787.222,0,52.233700,0,0.052
23:52:02.207 > READ_CSV,13990,1,-843.478,108309,52.233700,152367,0.052
23:52:02.208 > READ_CSV,13990,2,-726.447,-176,52.233700,37769,0.052
23:52:02.208 > READ_CSV,13990,3,-784.963,0,52.233700,0,0.052
23:52:02.220 > READ_CSV,14003,1,-843.727,108296,52.233700,152367,0.054
23:52:02.221 > READ_CSV,14003,2,-721.603,77,52.233700,37769,0.054
23:52:02.221 > READ_CSV,14003,3,-782.665,0,52.233700,0,0.054
23:52:02.232 > READ_CSV,14015,1,-839.994,108491,52.233700,152367,0.054
23:52:02.233 > READ_CSV,14015,2,-719.612,181,52.233700,37769,0.054
23:52:02.233 > READ_CSV,14015,3,-779.803,0,52.233700,0,0.054
23:52:02.245 > READ_CSV,14028,1,-834.863,108759,52.233700,152367,0.055
23:52:02.246 > READ_CSV,14028,2,-719.995,161,52.233700,37769,0.055
23:52:02.246 > READ_CSV,14028,3,-777.429,0,52.233700,0,0.055
23:52:02.257 > READ_CSV,14040,1,-835.323,108735,52.233700,152367,0.055
23:52:02.258 > READ_CSV,14040,2,-719.918,165,52.233700,37769,0.055
23:52:02.258 > READ_CSV,14040,3,-777.621,0,52.233700,0,0.055
23:52:02.271 > READ_CSV,14053,1,-839.190,108533,52.233700,152367,0.057
23:52:02.271 > READ_CSV,14053,2,-723.920,-44,52.233700,37769,0.057
23:52:02.271 > READ_CSV,14053,3,-781.555,0,52.233700,0,0.057
23:52:02.283 > READ_CSV,14065,1,-841.028,108437,52.233700,152367,0.057
23:52:02.283 > READ_CSV,14065,2,-732.056,-469,52.233700,37769,0.057
23:52:02.283 > READ_CSV,14065,3,-786.542,0,52.233700,0,0.057
23:52:02.295 > READ_CSV,14078,1,-848.092,108068,52.233700,152367,0.058
23:52:02.296 > READ_CSV,14078,2,-741.916,-984,52.233700,37769,0.058
23:52:02.296 > READ_CSV,14078,3,-795.004,0,52.233700,0,0.058
23:52:02.308 > READ_CSV,14090,1,-851.232,107904,52.233700,152367,0.058
23:52:02.308 > READ_CSV,14090,2,-749.459,-1378,52.233700,37769,0.058
23:52:02.308 > READ_CSV,14090,3,-800.345,0,52.233700,0,0.058
23:52:02.320 > READ_CSV,14103,1,-853.931,107763,52.233700,152367,0.060
23:52:02.320 > READ_CSV,14103,2,-754.972,-1666,52.233700,37769,0.060
23:52:02.320 > READ_CSV,14103,3,-804.452,0,52.233700,0,0.060
23:52:02.333 > READ_CSV,14115,1,-847.135,108118,52.233700,152367,0.060
23:52:02.333 > READ_CSV,14115,2,-744.481,-1118,52.233700,37769,0.060
23:52:02.333 > READ_CSV,14115,3,-795.808,0,52.233700,0,0.060
23:52:02.345 > READ_CSV,14128,1,-836.625,108667,52.233700,152367,0.061
23:52:02.345 > READ_CSV,14128,2,-722.216,45,52.233700,37769,0.061
23:52:02.345 > READ_CSV,14128,3,-779.420,0,52.233700,0,0.061
23:52:02.358 > READ_CSV,14140,1,-828.182,109108,52.233700,152367,0.061
23:52:02.358 > READ_CSV,14140,2,-709.944,686,52.233700,37769,0.061
23:52:02.358 > READ_CSV,14140,3,-769.063,0,52.233700,0,0.061
23:52:02.370 > READ_CSV,14153,1,-824.755,109287,52.233700,152367,0.063
23:52:02.371 > READ_CSV,14153,2,-690.263,1714,52.233700,37769,0.063
23:52:02.371 > READ_CSV,14153,3,-757.509,0,52.233700,0,0.063
23:52:02.383 > READ_CSV,14165,1,-821.462,109459,52.233700,152367,0.063
23:52:02.383 > READ_CSV,14165,2,-686.549,1908,52.233700,37769,0.063
23:52:02.383 > READ_CSV,14165,3,-754.006,0,52.233700,0,0.063
23:52:02.395 > READ_CSV,14178,1,-823.951,109329,52.233700,152367,0.064
23:52:02.395 > READ_CSV,14178,2,-688.980,1781,52.233700,37769,0.064
23:52:02.395 > READ_CSV,14178,3,-756.466,0,52.233700,0,0.064
23:52:02.407 > READ_CSV,14190,1,-820.026,109534,52.233700,152367,0.064
23:52:02.407 > READ_CSV,14190,2,-692.178,1614,52.233700,37769,0.064
23:52:02.407 > READ_CSV,14190,3,-756.102,0,52.233700,0,0.064
23:52:02.420 > READ_CSV,14203,1,-820.486,109510,52.233700,152367,0.066
23:52:02.421 > READ_CSV,14203,2,-691.393,1655,52.233700,37769,0.066
23:52:02.421 > READ_CSV,14203,3,-755.939,0,52.233700,0,0.066
23:52:02.433 > READ_CSV,14215,1,-824.295,109311,52.233700,152367,0.066
23:52:02.433 > READ_CSV,14215,2,-692.675,1588,52.233700,37769,0.066
23:52:02.433 > READ_CSV,14215,3,-758.485,0,52.233700,0,0.066
23:52:02.445 > READ_CSV,14228,1,-825.291,109259,52.233700,152367,0.067
23:52:02.446 > READ_CSV,14228,2,-691.852,1631,52.233700,37769,0.067
23:52:02.446 > READ_CSV,14228,3,-758.572,0,52.233700,0,0.067
23:52:02.458 > READ_CSV,14240,1,-822.936,109382,52.233700,152367,0.067
23:52:02.458 > READ_CSV,14240,2,-694.073,1515,52.233700,37769,0.067
23:52:02.458 > READ_CSV,14240,3,-758.505,0,52.233700,0,0.067
23:52:02.471 > READ_CSV,14253,1,-820.639,109502,52.233700,152367,0.069
23:52:02.471 > READ_CSV,14253,2,-694.207,1508,52.233700,37769,0.069
23:52:02.471 > READ_CSV,14253,3,-757.423,0,52.233700,0,0.069
23:52:02.482 > READ_CSV,14265,1,-819.701,109551,52.233700,152367,0.069
23:52:02.483 > READ_CSV,14265,2,-696.370,1395,52.233700,37769,0.069
23:52:02.483 > READ_CSV,14265,3,-758.036,0,52.233700,0,0.069
23:52:02.495 > READ_CSV,14278,1,-827.741,109131,52.233700,152367,0.071
23:52:02.495 > READ_CSV,14278,2,-695.451,1443,52.233700,37769,0.071
23:52:02.495 > READ_CSV,14278,3,-761.596,0,52.233700,0,0.071
23:52:02.507 > READ_CSV,14290,1,-832.164,108900,52.233700,152367,0.071
23:52:02.508 > READ_CSV,14290,2,-697.844,1318,52.233700,37769,0.071
23:52:02.508 > READ_CSV,14290,3,-765.004,0,52.233700,0,0.071
23:52:02.520 > READ_CSV,14303,1,-833.045,108854,52.233700,152367,0.072
23:52:02.520 > READ_CSV,14303,2,-707.130,833,52.233700,37769,0.072
23:52:02.520 > READ_CSV,14303,3,-770.087,0,52.233700,0,0.072
23:52:02.533 > READ_CSV,14315,1,-831.972,108910,52.233700,152367,0.072
23:52:02.533 > READ_CSV,14315,2,-714.520,447,52.233700,37769,0.072
23:52:02.533 > READ_CSV,14315,3,-773.246,0,52.233700,0,0.072
23:52:02.545 > READ_CSV,14328,1,-832.777,108868,52.233700,152367,0.074
23:52:02.545 > READ_CSV,14328,2,-727.461,-229,52.233700,37769,0.074
23:52:02.545 > READ_CSV,14328,3,-780.119,0,52.233700,0,0.074
23:52:02.557 > READ_CSV,14340,1,-827.282,109155,52.233700,152367,0.074
23:52:02.557 > READ_CSV,14340,2,-750.110,-1412,52.233700,37769,0.074
23:52:02.557 > READ_CSV,14340,3,-788.696,0,52.233700,0,0.074
23:52:02.570 > READ_CSV,14353,1,-846.101,108172,52.233700,152367,0.075
23:52:02.570 > READ_CSV,14353,2,-750.339,-1424,52.233700,37769,0.075
23:52:02.570 > READ_CSV,14353,3,-798.220,0,52.233700,0,0.075
23:52:02.583 > READ_CSV,14365,1,-831.341,108943,52.233700,152367,0.075
23:52:02.583 > READ_CSV,14365,2,-763.415,-2107,52.233700,37769,0.075
23:52:02.583 > READ_CSV,14365,3,-797.378,0,52.233700,0,0.075
23:52:02.595 > READ_CSV,14378,1,-819.816,109545,52.233700,152367,0.077
23:52:02.595 > READ_CSV,14378,2,-756.236,-1732,52.233700,37769,0.077
23:52:02.595 > READ_CSV,14378,3,-788.026,0,52.233700,0,0.077
23:52:02.608 > READ_CSV,14390,1,-826.823,109179,52.233700,152367,0.077
23:52:02.608 > READ_CSV,14390,2,-732.018,-467,52.233700,37769,0.077
23:52:02.608 > READ_CSV,14390,3,-779.420,0,52.233700,0,0.077
23:52:02.621 > READ_CSV,14403,1,-835.265,108738,52.233700,152367,0.078
23:52:02.622 > READ_CSV,14403,2,-716.453,346,52.233700,37769,0.078
23:52:02.622 > READ_CSV,14403,3,-775.859,0,52.233700,0,0.078
23:52:02.633 > READ_CSV,14415,1,-824.276,109312,52.233700,152367,0.078
23:52:02.633 > READ_CSV,14415,2,-726.562,-182,52.233700,37769,0.078
23:52:02.633 > READ_CSV,14415,3,-775.419,0,52.233700,0,0.078
23:52:02.646 > READ_CSV,14428,1,-796.784,110748,52.233700,152367,0.080
23:52:02.646 > READ_CSV,14428,2,-728.572,-287,52.233700,37769,0.080
23:52:02.646 > READ_CSV,14428,3,-762.678,0,52.233700,0,0.080
23:52:02.658 > READ_CSV,14440,1,-812.139,109946,52.233700,152367,0.080
23:52:02.658 > READ_CSV,14440,2,-729.682,-345,52.233700,37769,0.080
23:52:02.658 > READ_CSV,14440,3,-770.910,0,52.233700,0,0.080
23:52:02.670 > READ_CSV,14453,1,-818.380,109620,52.233700,152367,0.081
23:52:02.670 > READ_CSV,14453,2,-734.756,-610,52.233700,37769,0.081
