17:42:45.063 > Starting HX711 dual-example (Teensy + Adafruit HX711)
17:42:45.069 > Scale 1 is busy...
17:42:45.069 > Scale 2 is busy...
17:42:45.075 > Scale 1 is busy...
17:42:45.075 > Scale 2 is busy...
17:42:45.089 > Scale 1 is busy...
17:42:45.089 > Scale 2 is busy...
17:42:45.096 > Scale 1 is busy...
17:42:45.096 > Scale 2 is busy...
17:42:45.109 > Scale 1 is busy...
17:42:45.109 > Scale 2 is busy...
17:42:45.117 > Scale 1 is busy...
17:42:45.117 > Scale 2 is busy...
17:42:45.129 > Scale 1 is busy...
17:42:45.129 > Scale 2 is busy...
17:42:45.154 > READ_CSV,time_ms,loadcell,grams,raw,scale,tare,throttle
17:42:45.154 > Calibrating both scales together:
17:42:58.412 > Tare1 raw = 103239
17:42:58.412 > Tare2 raw = 42321
17:42:58.412 > 
17:42:58.412 > Calibration complete. Readings follow...
17:43:01.111 > [char] Starting throttle ramp to 0.40 then back to 0
17:43:01.111 > READ_CSV,20946,1,990.261,154964,52.233700,103239,0.000
17:43:01.111 > READ_CSV,20946,2,4.844,42574,52.233700,42321,0.000
17:43:01.111 > READ_CSV,20946,3,497.552,0,52.233700,0,0.000
17:43:01.125 > READ_CSV,20959,1,980.440,154451,52.233700,103239,0.000
17:43:01.125 > READ_CSV,20959,2,2.565,42455,52.233700,42321,0.000
17:43:01.125 > READ_CSV,20959,3,491.503,0,52.233700,0,0.000
17:43:01.140 > READ_CSV,20975,1,988.691,154882,52.233700,103239,0.015
17:43:01.140 > READ_CSV,20975,2,2.029,42427,52.233700,42321,0.015
17:43:01.140 > READ_CSV,20975,3,495.360,0,52.233700,0,0.015
17:43:01.151 > READ_CSV,20986,1,978.640,154357,52.233700,103239,0.015
17:43:01.151 > READ_CSV,20986,2,-1.168,42260,52.233700,42321,0.015
17:43:01.151 > READ_CSV,20986,3,488.736,0,52.233700,0,0.015
17:43:01.163 > READ_CSV,20998,1,977.721,154309,52.233700,103239,0.030
17:43:01.163 > READ_CSV,20998,2,0.287,42336,52.233700,42321,0.030
17:43:01.163 > READ_CSV,20998,3,489.004,0,52.233700,0,0.030
17:43:01.176 > READ_CSV,21010,1,977.779,154312,52.233700,103239,0.030
17:43:01.176 > READ_CSV,21010,2,2.489,42451,52.233700,42321,0.030
17:43:01.176 > READ_CSV,21010,3,490.134,0,52.233700,0,0.030
17:43:01.184 > READ_CSV,21021,1,976.017,154220,52.233700,103239,0.045
17:43:01.184 > READ_CSV,21021,2,5.648,42616,52.233700,42321,0.045
17:43:01.184 > READ_CSV,21021,3,490.833,0,52.233700,0,0.045
17:43:01.200 > READ_CSV,21034,1,975.137,154174,52.233700,103239,0.045
17:43:01.200 > READ_CSV,21034,2,-0.211,42310,52.233700,42321,0.045
17:43:01.200 > READ_CSV,21034,3,487.463,0,52.233700,0,0.045
17:43:01.209 > READ_CSV,21046,1,978.353,154342,52.233700,103239,0.060
17:43:01.209 > READ_CSV,21046,2,-1.857,42224,52.233700,42321,0.060
17:43:01.209 > READ_CSV,21046,3,488.248,0,52.233700,0,0.060
17:43:01.225 > READ_CSV,21059,1,978.544,154352,52.233700,103239,0.060
17:43:01.225 > READ_CSV,21059,2,-1.800,42227,52.233700,42321,0.060
17:43:01.225 > READ_CSV,21059,3,488.372,0,52.233700,0,0.060
17:43:01.247 > READ_CSV,21080,1,975.118,154173,52.233700,103239,0.075
17:43:01.247 > READ_CSV,21080,2,0.230,42333,52.233700,42321,0.075
17:43:01.247 > READ_CSV,21080,3,487.674,0,52.233700,0,0.075
17:43:01.259 > READ_CSV,21092,1,977.894,154318,52.233700,103239,0.075
17:43:01.259 > READ_CSV,21092,2,2.910,42473,52.233700,42321,0.075
17:43:01.259 > READ_CSV,21092,3,490.402,0,52.233700,0,0.075
17:43:01.268 > READ_CSV,21104,1,980.918,154476,52.233700,103239,0.090
17:43:01.268 > READ_CSV,21104,2,7.390,42707,52.233700,42321,0.090
17:43:01.268 > READ_CSV,21104,3,494.154,0,52.233700,0,0.090
17:43:01.280 > READ_CSV,21116,1,978.679,154359,52.233700,103239,0.090
17:43:01.280 > READ_CSV,21116,2,2.317,42442,52.233700,42321,0.090
17:43:01.280 > READ_CSV,21116,3,490.498,0,52.233700,0,0.090
17:43:01.293 > READ_CSV,21127,1,978.564,154353,52.233700,103239,0.105
17:43:01.293 > READ_CSV,21127,2,1.072,42377,52.233700,42321,0.105
17:43:01.293 > READ_CSV,21127,3,489.818,0,52.233700,0,0.105
