source_file,clock_time,time_ms,loadcell,grams,raw,scale,tare,throttle,battery_voltage
100-test-1.log,00:33:58.287,85677,2,2027.64,233706,51.957458,128355,0.355,0.63
100-test-1.log,00:33:58.287,85677,3,2128.347,0,51.957458,0,0.355,0.63
100-test-1.log,00:33:58.300,85690,1,2230.748,81241,51.957458,-34663,0.355,0.63
100-test-1.log,00:33:58.300,85690,2,2026.196,233631,51.957458,128355,0.355,0.63
100-test-1.log,00:33:58.300,85690,3,2128.472,0,51.957458,0,0.355,0.63
100-test-1.log,00:33:58.314,85703,1,2225.763,80982,51.957458,-34663,0.355,0.62
100-test-1.log,00:33:58.314,85703,2,2025.638,233602,51.957458,128355,0.355,0.62
100-test-1.log,00:33:58.314,85703,3,2125.701,0,51.957458,0,0.355,0.62
100-test-1.log,00:33:58.327,85716,1,2215.928,80471,51.957458,-34663,0.355,0.63
100-test-1.log,00:33:58.327,85716,2,2034.857,234081,51.957458,128355,0.355,0.63
100-test-1.log,00:33:58.327,85716,3,2125.393,0,51.957458,0,0.355,0.63
100-test-1.log,00:33:58.339,85729,1,2223.935,80887,51.957458,-34663,0.355,0.63
100-test-1.log,00:33:58.339,85729,2,2040.054,234351,51.957458,128355,0.355,0.63
100-test-1.log,00:33:58.339,85729,3,2131.994,0,51.957458,0,0.355,0.63
100-test-1.log,00:33:58.353,85743,1,2227.9,81093,51.957458,-34663,0.355,0.63
100-test-1.log,00:33:58.353,85743,2,2049.735,234854,51.957458,128355,0.355,0.63
100-test-1.log,00:33:58.353,85743,3,2138.817,0,51.957458,0,0.355,0.63
100-test-1.log,00:33:58.366,85756,1,2238.504,81644,51.957458,-34663,0.355,0.63
100-test-1.log,00:33:58.366,85756,2,2057.375,235251,51.957458,128355,0.355,0.63
100-test-1.log,00:33:58.366,85756,3,2147.94,0,51.957458,0,0.355,0.63
100-test-1.log,00:33:58.380,85769,1,2240.352,81740,51.957458,-34663,0.355,0.63
100-test-1.log,00:33:58.380,85769,2,2059.108,235341,51.957458,128355,0.355,0.63
100-test-1.log,00:33:58.380,85769,3,2149.73,0,51.957458,0,0.355,0.63
100-test-1.log,00:33:58.393,85782,1,2230.902,81249,51.957458,-34663,0.355,0.63
100-test-1.log,00:33:58.393,85782,2,2053.122,235030,51.957458,128355,0.355,0.63
100-test-1.log,00:33:58.393,85782,3,2142.012,0,51.957458,0,0.355,0.63
100-test-1.log,00:33:58.406,85795,1,2240.737,81760,51.957458,-34663,0.36,0.63
100-test-1.log,00:33:58.406,85795,2,2055.104,235133,51.957458,128355,0.36,0.63
100-test-1.log,00:33:58.406,85795,3,2147.921,0,51.957458,0,0.36,0.63
100-test-1.log,00:33:58.420,85809,1,2263.698,82953,51.957458,-34663,0.36,0.63
100-test-1.log,00:33:58.420,85809,2,2064.554,235624,51.957458,128355,0.36,0.63
100-test-1.log,00:33:58.420,85809,3,2164.126,0,51.957458,0,0.36,0.63
100-test-1.log,00:33:58.433,85822,1,2264.16,82977,51.957458,-34663,0.36,0.63
100-test-1.log,00:33:58.433,85822,2,2072.022,236012,51.957458,128355,0.36,0.63
100-test-1.log,00:33:58.433,85822,3,2168.091,0,51.957458,0,0.36,0.63
100-test-1.log,00:33:58.446,85835,1,2272.532,83412,51.957458,-34663,0.36,0.63
100-test-1.log,00:33:58.446,85835,2,2082.569,236560,51.957458,128355,0.36,0.63
100-test-1.log,00:33:58.446,85835,3,2177.551,0,51.957458,0,0.36,0.63
100-test-1.log,00:33:58.458,85848,1,2286.409,84133,51.957458,-34663,0.36,0.63
100-test-1.log,00:33:58.458,85848,2,2092.385,237070,51.957458,128355,0.36,0.63
100-test-1.log,00:33:58.458,85848,3,2189.397,0,51.957458,0,0.36,0.63
100-test-1.log,00:33:58.471,85861,1,2277.921,83692,51.957458,-34663,0.36,0.63
100-test-1.log,00:33:58.471,85861,2,2085.475,236711,51.957458,128355,0.36,0.63
100-test-1.log,00:33:58.471,85861,3,2181.698,0,51.957458,0,0.36,0.63
100-test-1.log,00:33:58.486,85875,1,2278.441,83719,51.957458,-34663,0.36,0.63
100-test-1.log,00:33:58.486,85875,2,2078.393,236343,51.957458,128355,0.36,0.63
100-test-1.log,00:33:58.486,85875,3,2178.417,0,51.957458,0,0.36,0.63
100-test-1.log,00:33:58.498,85888,1,2274.072,83492,51.957458,-34663,0.36,0.63
100-test-1.log,00:33:58.498,85888,2,2083.435,236605,51.957458,128355,0.36,0.63
100-test-1.log,00:33:58.498,85888,3,2178.754,0,51.957458,0,0.36,0.63
100-test-1.log,00:33:58.511,85901,1,2296.032,84633,51.957458,-34663,0.36,0.63
100-test-1.log,00:33:58.511,85901,2,2084.802,236676,51.957458,128355,0.36,0.63
100-test-1.log,00:33:58.511,85901,3,2190.417,0,51.957458,0,0.36,0.63
100-test-1.log,00:33:58.525,85914,1,2308.042,85257,51.957458,-34663,0.36,0.63
100-test-1.log,00:33:58.525,85914,2,2098.524,237389,51.957458,128355,0.36,0.63
100-test-1.log,00:33:58.525,85914,3,2203.283,0,51.957458,0,0.36,0.63
100-test-1.log,00:33:58.538,85927,1,2308.388,85275,51.957458,-34663,0.365,0.63
100-test-1.log,00:33:58.538,85927,2,2112.671,238124,51.957458,128355,0.365,0.63
100-test-1.log,00:33:58.538,85927,3,2210.53,0,51.957458,0,0.365,0.63
100-test-1.log,00:33:58.551,85940,1,2296.764,84671,51.957458,-34663,0.365,0.63
100-test-1.log,00:33:58.551,85940,2,2121.697,238593,51.957458,128355,0.365,0.63
100-test-1.log,00:33:58.551,85940,3,2209.23,0,51.957458,0,0.365,0.63
100-test-1.log,00:33:58.564,85954,1,2298.938,84784,51.957458,-34663,0.365,0.63
100-test-1.log,00:33:58.564,85954,2,2111.593,238068,51.957458,128355,0.365,0.63
100-test-1.log,00:33:58.564,85954,3,2205.266,0,51.957458,0,0.365,0.63
100-test-1.log,00:33:58.577,85967,1,2301.46,84915,51.957458,-34663,0.365,0.63
100-test-1.log,00:33:58.577,85967,2,2112.594,238120,51.957458,128355,0.365,0.63
100-test-1.log,00:33:58.577,85967,3,2207.027,0,51.957458,0,0.365,0.63
100-test-1.log,00:33:58.590,85980,1,2299.362,84806,51.957458,-34663,0.365,0.63
100-test-1.log,00:33:58.590,85980,2,2109.36,237952,51.957458,128355,0.365,0.63
100-test-1.log,00:33:58.590,85980,3,2204.361,0,51.957458,0,0.365,0.63
100-test-1.log,00:33:58.604,85993,1,2306.137,85158,51.957458,-34663,0.365,0.63
100-test-1.log,00:33:58.604,85993,2,2109.976,237984,51.957458,128355,0.365,0.63
100-test-1.log,00:33:58.604,85993,3,2208.056,0,51.957458,0,0.365,0.63
100-test-1.log,00:33:58.617,86006,1,2319.609,85858,51.957458,-34663,0.365,0.63
100-test-1.log,00:33:58.617,86006,2,2110.823,238028,51.957458,128355,0.365,0.63
100-test-1.log,00:33:58.617,86006,3,2215.216,0,51.957458,0,0.365,0.63
100-test-1.log,00:33:58.630,86020,1,2323.266,86048,51.957458,-34663,0.365,0.63
100-test-1.log,00:33:58.630,86020,2,2119.137,238460,51.957458,128355,0.365,0.63
100-test-1.log,00:33:58.630,86020,3,2221.202,0,51.957458,0,0.365,0.63
100-test-1.log,00:33:58.644,86033,1,2330.406,86419,51.957458,-34663,0.365,0.63
100-test-1.log,00:33:58.644,86033,2,2136.979,239387,51.957458,128355,0.365,0.63
100-test-1.log,00:33:58.644,86033,3,2233.693,0,51.957458,0,0.365,0.63
100-test-1.log,00:33:58.656,86046,1,2334.795,86647,51.957458,-34663,0.365,0.63
100-test-1.log,00:33:58.656,86046,2,2151.568,240145,51.957458,128355,0.365,0.63
100-test-1.log,00:33:58.656,86046,3,2243.181,0,51.957458,0,0.365,0.63
100-test-1.log,00:33:58.670,86059,1,2325.364,86157,51.957458,-34663,0.37,0.63
100-test-1.log,00:33:58.670,86059,2,2153.146,240227,51.957458,128355,0.37,0.63
100-test-1.log,00:33:58.670,86059,3,2239.255,0,51.957458,0,0.37,0.63
100-test-1.log,00:33:58.683,86072,1,2329.675,86381,51.957458,-34663,0.37,0.63
100-test-1.log,00:33:58.683,86072,2,2140.193,239554,51.957458,128355,0.37,0.63
100-test-1.log,00:33:58.683,86072,3,2234.934,0,51.957458,0,0.37,0.63
100-test-1.log,00:33:58.697,86086,1,2334.698,86642,51.957458,-34663,0.37,0.63
100-test-1.log,00:33:58.697,86086,2,2148.046,239962,51.957458,128355,0.37,0.63
100-test-1.log,00:33:58.697,86086,3,2241.372,0,51.957458,0,0.37,0.63
100-test-1.log,00:33:58.709,86099,1,2338.298,86829,51.957458,-34663,0.37,0.63
100-test-1.log,00:33:58.709,86099,2,2151.106,240121,51.957458,128355,0.37,0.63
100-test-1.log,00:33:58.709,86099,3,2244.702,0,51.957458,0,0.37,0.63
100-test-1.log,00:33:58.723,86112,1,2340.126,86924,51.957458,-34663,0.37,0.63
100-test-1.log,00:33:58.723,86112,2,2145.64,239837,51.957458,128355,0.37,0.63
100-test-1.log,00:33:58.723,86112,3,2242.883,0,51.957458,0,0.37,0.63
100-test-1.log,00:33:58.736,86125,1,2350.269,87451,51.957458,-34663,0.37,0.63
100-test-1.log,00:33:58.736,86125,2,2147.238,239920,51.957458,128355,0.37,0.63
100-test-1.log,00:33:58.736,86125,3,2248.753,0,51.957458,0,0.37,0.63
100-test-1.log,00:33:58.748,86138,1,2350.134,87444,51.957458,-34663,0.37,0.63
100-test-1.log,00:33:58.748,86138,2,2166.118,240901,51.957458,128355,0.37,0.63
100-test-1.log,00:33:58.748,86138,3,2258.126,0,51.957458,0,0.37,0.63
100-test-1.log,00:33:58.762,86152,1,2358.988,87904,51.957458,-34663,0.37,0.63
100-test-1.log,00:33:58.762,86152,2,2160.556,240612,51.957458,128355,0.37,0.63
100-test-1.log,00:33:58.762,86152,3,2259.772,0,51.957458,0,0.37,0.63
100-test-1.log,00:33:58.775,86165,1,2358.911,87900,51.957458,-34663,0.37,0.63
100-test-1.log,00:33:58.775,86165,2,2162.307,240703,51.957458,128355,0.37,0.63
100-test-1.log,00:33:58.775,86165,3,2260.609,0,51.957458,0,0.37,0.63
100-test-1.log,00:33:58.788,86178,1,2351.116,87495,51.957458,-34663,0.37,0.63
100-test-1.log,00:33:58.788,86178,2,2166.118,240901,51.957458,128355,0.37,0.63
100-test-1.log,00:33:58.788,86178,3,2258.617,0,51.957458,0,0.37,0.63
100-test-1.log,00:33:58.802,86191,1,2354.58,87675,51.957458,-34663,0.375,0.63
100-test-1.log,00:33:58.802,86191,2,2167.639,240980,51.957458,128355,0.375,0.63
100-test-1.log,00:33:58.802,86191,3,2261.109,0,51.957458,0,0.375,0.63
100-test-1.log,00:33:58.815,86204,1,2358.372,87872,51.957458,-34663,0.375,0.63
100-test-1.log,00:33:58.815,86204,2,2170.949,241152,51.957458,128355,0.375,0.63
100-test-1.log,00:33:58.815,86204,3,2264.661,0,51.957458,0,0.375,0.63
100-test-1.log,00:33:58.828,86217,1,2355.369,87716,51.957458,-34663,0.375,0.63
100-test-1.log,00:33:58.828,86217,2,2176.165,241423,51.957458,128355,0.375,0.63
100-test-1.log,00:33:58.828,86217,3,2265.767,0,51.957458,0,0.375,0.63
100-test-1.log,00:33:58.841,86231,1,2359.931,87953,51.957458,-34663,0.375,0.63
100-test-1.log,00:33:58.841,86231,2,2175.741,241401,51.957458,128355,0.375,0.63
100-test-1.log,00:33:58.841,86231,3,2267.836,0,51.957458,0,0.375,0.63
100-test-1.log,00:33:58.854,86244,1,2370.786,88517,51.957458,-34663,0.375,0.63
100-test-1.log,00:33:58.854,86244,2,2169.063,241054,51.957458,128355,0.375,0.63
100-test-1.log,00:33:58.854,86244,3,2269.924,0,51.957458,0,0.375,0.63
100-test-1.log,00:33:58.868,86257,1,2392.246,89632,51.957458,-34663,0.375,0.63
100-test-1.log,00:33:58.868,86257,2,2182.689,241762,51.957458,128355,0.375,0.63
100-test-1.log,00:33:58.868,86257,3,2287.468,0,51.957458,0,0.375,0.63
100-test-1.log,00:33:58.880,86270,1,2397.731,89917,51.957458,-34663,0.375,0.63
100-test-1.log,00:33:58.880,86270,2,2194.488,242375,51.957458,128355,0.375,0.63
100-test-1.log,00:33:58.880,86270,3,2296.109,0,51.957458,0,0.375,0.63
100-test-1.log,00:33:58.894,86283,1,2405.429,90317,51.957458,-34663,0.375,0.63
100-test-1.log,00:33:58.894,86283,2,2205.516,242948,51.957458,128355,0.375,0.63
100-test-1.log,00:33:58.894,86283,3,2305.473,0,51.957458,0,0.375,0.63
100-test-1.log,00:33:58.907,86297,1,2402.157,90147,51.957458,-34663,0.375,0.63
100-test-1.log,00:33:58.907,86297,2,2208.518,243104,51.957458,128355,0.375,0.63
100-test-1.log,00:33:58.907,86297,3,2305.338,0,51.957458,0,0.375,0.63
100-test-1.log,00:33:58.920,86310,1,2392.65,89653,51.957458,-34663,0.375,0.63
100-test-1.log,00:33:58.920,86310,2,2206.671,243008,51.957458,128355,0.375,0.63
100-test-1.log,00:33:58.920,86310,3,2299.66,0,51.957458,0,0.375,0.63
100-test-1.log,00:33:58.934,86323,1,2388.627,89444,51.957458,-34663,0.38,0.63
100-test-1.log,00:33:58.934,86323,2,2203.745,242856,51.957458,128355,0.38,0.63
100-test-1.log,00:33:58.934,86323,3,2296.186,0,51.957458,0,0.38,0.63
100-test-1.log,00:33:58.947,86336,1,2397.75,89918,51.957458,-34663,0.38,0.63
100-test-1.log,00:33:58.947,86336,2,2218.623,243629,51.957458,128355,0.38,0.63
100-test-1.log,00:33:58.947,86336,3,2308.187,0,51.957458,0,0.38,0.63
100-test-1.log,00:33:58.960,86349,1,2407.739,90437,51.957458,-34663,0.38,0.63
100-test-1.log,00:33:58.960,86349,2,2225.84,244004,51.957458,128355,0.38,0.63
100-test-1.log,00:33:58.960,86349,3,2316.79,0,51.957458,0,0.38,0.63
100-test-1.log,00:33:58.973,86363,1,2412.474,90683,51.957458,-34663,0.38,0.63
100-test-1.log,00:33:58.973,86363,2,2233.019,244377,51.957458,128355,0.38,0.63
100-test-1.log,00:33:58.973,86363,3,2322.746,0,51.957458,0,0.38,0.63
100-test-1.log,00:33:58.986,86376,1,2418.96,91020,51.957458,-34663,0.38,0.63
100-test-1.log,00:33:58.986,86376,2,2225.455,243984,51.957458,128355,0.38,0.63
100-test-1.log,00:33:58.986,86376,3,2322.208,0,51.957458,0,0.38,0.63
100-test-1.log,00:33:59.000,86389,1,2419.171,91031,51.957458,-34663,0.38,0.64
100-test-1.log,00:33:59.000,86389,2,2223.916,243904,51.957458,128355,0.38,0.64
100-test-1.log,00:33:59.000,86389,3,2321.543,0,51.957458,0,0.38,0.64
100-test-1.log,00:33:59.013,86402,1,2425.022,91335,51.957458,-34663,0.38,0.63
100-test-1.log,00:33:59.013,86402,2,2227.726,244102,51.957458,128355,0.38,0.63
100-test-1.log,00:33:59.013,86402,3,2326.375,0,51.957458,0,0.38,0.63
100-test-1.log,00:33:59.026,86415,1,2438.957,92059,51.957458,-34663,0.38,0.63
100-test-1.log,00:33:59.026,86415,2,2241.199,244802,51.957458,128355,0.38,0.63
100-test-1.log,00:33:59.026,86415,3,2340.078,0,51.957458,0,0.38,0.63
100-test-1.log,00:33:59.039,86429,1,2447.579,92507,51.957458,-34663,0.38,0.63
100-test-1.log,00:33:59.039,86429,2,2250.803,245301,51.957458,128355,0.38,0.63
100-test-1.log,00:33:59.039,86429,3,2349.191,0,51.957458,0,0.38,0.63
100-test-1.log,00:33:59.053,86442,1,2452.776,92777,51.957458,-34663,0.38,0.63
100-test-1.log,00:33:59.053,86442,2,2259.83,245770,51.957458,128355,0.38,0.63
100-test-1.log,00:33:59.053,86442,3,2356.303,0,51.957458,0,0.38,0.63
100-test-1.log,00:33:59.065,86455,1,2457.183,93006,51.957458,-34663,0.385,0.63
100-test-1.log,00:33:59.065,86455,2,2260.426,245801,51.957458,128355,0.385,0.63
100-test-1.log,00:33:59.065,86455,3,2358.805,0,51.957458,0,0.385,0.63
100-test-1.log,00:33:59.078,86468,1,2446.578,92455,51.957458,-34663,0.385,0.63
100-test-1.log,00:33:59.078,86468,2,2257.039,245625,51.957458,128355,0.385,0.63
100-test-1.log,00:33:59.078,86468,3,2351.809,0,51.957458,0,0.385,0.63
100-test-1.log,00:33:59.091,86481,1,2446.04,92427,51.957458,-34663,0.385,0.63
100-test-1.log,00:33:59.091,86481,2,2255.923,245567,51.957458,128355,0.385,0.63
100-test-1.log,00:33:59.091,86481,3,2350.981,0,51.957458,0,0.385,0.63
100-test-1.log,00:33:59.106,86494,1,2437.513,91984,51.957458,-34663,0.385,0.63
100-test-1.log,00:33:59.106,86494,2,2263.294,245950,51.957458,128355,0.385,0.63
100-test-1.log,00:33:59.106,86494,3,2350.404,0,51.957458,0,0.385,0.63
100-test-1.log,00:33:59.120,86508,1,2446.444,92448,51.957458,-34663,0.385,0.63
100-test-1.log,00:33:59.120,86508,2,2273.225,246466,51.957458,128355,0.385,0.63
100-test-1.log,00:33:59.120,86508,3,2359.834,0,51.957458,0,0.385,0.63
100-test-1.log,00:33:59.131,86521,1,2457.472,93021,51.957458,-34663,0.385,0.63
100-test-1.log,00:33:59.131,86521,2,2282.29,246937,51.957458,128355,0.385,0.63
100-test-1.log,00:33:59.131,86521,3,2369.881,0,51.957458,0,0.385,0.63
100-test-1.log,00:33:59.146,86534,1,2467.038,93518,51.957458,-34663,0.385,0.63
100-test-1.log,00:33:59.146,86534,2,2287.564,247211,51.957458,128355,0.385,0.63
100-test-1.log,00:33:59.146,86534,3,2377.301,0,51.957458,0,0.385,0.63
100-test-1.log,00:33:59.157,86547,1,2473.716,93865,51.957458,-34663,0.385,0.63
100-test-1.log,00:33:59.157,86547,2,2289.392,247306,51.957458,128355,0.385,0.63
100-test-1.log,00:33:59.157,86547,3,2381.554,0,51.957458,0,0.385,0.63
100-test-1.log,00:33:59.171,86560,1,2496.042,95025,51.957458,-34663,0.385,0.63
100-test-1.log,00:33:59.171,86560,2,2289.854,247330,51.957458,128355,0.385,0.63
100-test-1.log,00:33:59.171,86560,3,2392.948,0,51.957458,0,0.385,0.63
100-test-1.log,00:33:59.184,86574,1,2488.074,94611,51.957458,-34663,0.385,0.63
100-test-1.log,00:33:59.184,86574,2,2291.105,247395,51.957458,128355,0.385,0.63
100-test-1.log,00:33:59.184,86574,3,2389.59,0,51.957458,0,0.385,0.63
100-test-1.log,00:33:59.197,86587,1,2487.073,94559,51.957458,-34663,0.39,0.63
100-test-1.log,00:33:59.197,86587,2,2290.181,247347,51.957458,128355,0.39,0.63
100-test-1.log,00:33:59.197,86587,3,2388.627,0,51.957458,0,0.39,0.63
100-test-1.log,00:33:59.211,86600,1,2491.808,94805,51.957458,-34663,0.39,0.63
100-test-1.log,00:33:59.211,86600,2,2279.904,246813,51.957458,128355,0.39,0.63
100-test-1.log,00:33:59.211,86600,3,2385.856,0,51.957458,0,0.39,0.63
100-test-1.log,00:33:59.223,86613,1,2495.946,95020,51.957458,-34663,0.39,0.63
100-test-1.log,00:33:59.223,86613,2,2283.734,247012,51.957458,128355,0.39,0.63
100-test-1.log,00:33:59.223,86613,3,2389.84,0,51.957458,0,0.39,0.63
100-test-1.log,00:33:59.237,86626,1,2496.87,95068,51.957458,-34663,0.39,0.63
100-test-1.log,00:33:59.237,86626,2,2282.521,246949,51.957458,128355,0.39,0.63
100-test-1.log,00:33:59.237,86626,3,2389.695,0,51.957458,0,0.39,0.63
100-test-1.log,00:33:59.250,86640,1,2481.954,94293,51.957458,-34663,0.39,0.63
100-test-1.log,00:33:59.250,86640,2,2284.773,247066,51.957458,128355,0.39,0.63
100-test-1.log,00:33:59.250,86640,3,2383.363,0,51.957458,0,0.39,0.63
100-test-1.log,00:33:59.263,86653,1,2487.804,94597,51.957458,-34663,0.39,0.63
100-test-1.log,00:33:59.263,86653,2,2279.885,246812,51.957458,128355,0.39,0.63
100-test-1.log,00:33:59.263,86653,3,2383.844,0,51.957458,0,0.39,0.63
100-test-1.log,00:33:59.276,86666,1,2508.398,95667,51.957458,-34663,0.39,0.63
100-test-1.log,00:33:59.276,86666,2,2291.586,247420,51.957458,128355,0.39,0.63
100-test-1.log,00:33:59.276,86666,3,2399.992,0,51.957458,0,0.39,0.63
100-test-1.log,00:33:59.289,86679,1,2512.286,95869,51.957458,-34663,0.39,0.64
100-test-1.log,00:33:59.289,86679,2,2307.619,248253,51.957458,128355,0.39,0.64
100-test-1.log,00:33:59.289,86679,3,2409.952,0,51.957458,0,0.39,0.64
100-test-1.log,00:33:59.303,86692,1,2517.483,96139,51.957458,-34663,0.39,0.63
100-test-1.log,00:33:59.303,86692,2,2308.581,248303,51.957458,128355,0.39,0.63
100-test-1.log,00:33:59.303,86692,3,2413.032,0,51.957458,0,0.39,0.63
100-test-1.log,00:33:59.316,86705,1,2532.11,96899,51.957458,-34663,0.39,0.63
100-test-1.log,00:33:59.316,86705,2,2317.03,248742,51.957458,128355,0.39,0.63
100-test-1.log,00:33:59.316,86705,3,2424.57,0,51.957458,0,0.39,0.63
100-test-1.log,00:33:59.330,86719,1,2531.379,96861,51.957458,-34663,0.395,0.63
100-test-1.log,00:33:59.330,86719,2,2324.151,249112,51.957458,128355,0.395,0.63
100-test-1.log,00:33:59.330,86719,3,2427.765,0,51.957458,0,0.395,0.63
100-test-1.log,00:33:59.342,86732,1,2533.823,96988,51.957458,-34663,0.395,0.63
100-test-1.log,00:33:59.342,86732,2,2324.382,249124,51.957458,128355,0.395,0.63
100-test-1.log,00:33:59.342,86732,3,2429.103,0,51.957458,0,0.395,0.63
100-test-1.log,00:33:59.355,86745,1,2533.342,96963,51.957458,-34663,0.395,0.64
100-test-1.log,00:33:59.355,86745,2,2316.183,248698,51.957458,128355,0.395,0.64
100-test-1.log,00:33:59.355,86745,3,2424.763,0,51.957458,0,0.395,0.64
100-test-1.log,00:33:59.369,86758,1,2531.995,96893,51.957458,-34663,0.395,0.64
100-test-1.log,00:33:59.369,86758,2,2322.169,249009,51.957458,128355,0.395,0.64
100-test-1.log,00:33:59.369,86758,3,2427.082,0,51.957458,0,0.395,0.64
100-test-1.log,00:33:59.382,86771,1,2520.504,96296,51.957458,-34663,0.395,0.64
100-test-1.log,00:33:59.382,86771,2,2318.589,248823,51.957458,128355,0.395,0.64
100-test-1.log,00:33:59.382,86771,3,2419.547,0,51.957458,0,0.395,0.64
100-test-1.log,00:33:59.396,86785,1,2541.117,97367,51.957458,-34663,0.395,0.64
100-test-1.log,00:33:59.396,86785,2,2327.981,249311,51.957458,128355,0.395,0.64
100-test-1.log,00:33:59.396,86785,3,2434.549,0,51.957458,0,0.395,0.64
100-test-1.log,00:33:59.408,86798,1,2559.286,98311,51.957458,-34663,0.395,0.64
100-test-1.log,00:33:59.408,86798,2,2346.054,250250,51.957458,128355,0.395,0.64
100-test-1.log,00:33:59.408,86798,3,2452.67,0,51.957458,0,0.395,0.64
100-test-1.log,00:33:59.422,86811,1,2555.61,98120,51.957458,-34663,0.395,0.64
100-test-1.log,00:33:59.422,86811,2,2351.52,250534,51.957458,128355,0.395,0.64
100-test-1.log,00:33:59.422,86811,3,2453.565,0,51.957458,0,0.395,0.64
100-test-1.log,00:33:59.435,86824,1,2555.668,98123,51.957458,-34663,0.395,0.64
100-test-1.log,00:33:59.435,86824,2,2355.35,250733,51.957458,128355,0.395,0.64
100-test-1.log,00:33:59.435,86824,3,2455.509,0,51.957458,0,0.395,0.64
100-test-1.log,00:33:59.448,86837,1,2541.964,97411,51.957458,-34663,0.395,0.64
100-test-1.log,00:33:59.448,86837,2,2343.571,250121,51.957458,128355,0.395,0.64
100-test-1.log,00:33:59.448,86837,3,2442.768,0,51.957458,0,0.395,0.64
100-test-1.log,00:33:59.461,86851,1,2547.988,97724,51.957458,-34663,0.4,0.64
100-test-1.log,00:33:59.461,86851,2,2334.121,249630,51.957458,128355,0.4,0.64
100-test-1.log,00:33:59.461,86851,3,2441.055,0,51.957458,0,0.4,0.64
100-test-1.log,00:33:59.474,86864,1,2556.188,98150,51.957458,-34663,0.4,0.64
100-test-1.log,00:33:59.474,86864,2,2337.951,249829,51.957458,128355,0.4,0.64
100-test-1.log,00:33:59.474,86864,3,2447.069,0,51.957458,0,0.4,0.64
100-test-1.log,00:33:59.488,86877,1,2556.63,98173,51.957458,-34663,0.4,0.64
100-test-1.log,00:33:59.488,86877,2,2347.035,250301,51.957458,128355,0.4,0.64
100-test-1.log,00:33:59.488,86877,3,2451.833,0,51.957458,0,0.4,0.64
100-test-1.log,00:33:59.501,86890,1,2567.35,98730,51.957458,-34663,0.4,0.64
100-test-1.log,00:33:59.501,86890,2,2348.883,250397,51.957458,128355,0.4,0.64
100-test-1.log,00:33:59.501,86890,3,2458.117,0,51.957458,0,0.4,0.64
100-test-1.log,00:33:59.514,86903,1,2593.603,100094,51.957458,-34663,0.4,0.64
100-test-1.log,00:33:59.514,86903,2,2353.098,250616,51.957458,128355,0.4,0.64
100-test-1.log,00:33:59.514,86903,3,2473.35,0,51.957458,0,0.4,0.64
100-test-1.log,00:33:59.527,86917,1,2598.78,100363,51.957458,-34663,0.4,0.64
100-test-1.log,00:33:59.527,86917,2,2369.804,251484,51.957458,128355,0.4,0.64
100-test-1.log,00:33:59.527,86917,3,2484.292,0,51.957458,0,0.4,0.64
100-test-1.log,00:33:59.540,86930,1,2580.881,99433,51.957458,-34663,0.4,0.64
100-test-1.log,00:33:59.540,86930,2,2361.085,251031,51.957458,128355,0.4,0.64
100-test-1.log,00:33:59.540,86930,3,2470.983,0,51.957458,0,0.4,0.64
100-test-1.log,00:33:59.553,86943,1,2584.114,99601,51.957458,-34663,0.4,0.64
100-test-1.log,00:33:59.553,86943,2,2367.36,251357,51.957458,128355,0.4,0.64
100-test-1.log,00:33:59.553,86943,3,2475.737,0,51.957458,0,0.4,0.64
100-test-1.log,00:33:59.567,86956,1,2599.184,100384,51.957458,-34663,0.4,0.64
100-test-1.log,00:33:59.567,86956,2,2382.006,252118,51.957458,128355,0.4,0.64
100-test-1.log,00:33:59.567,86956,3,2490.595,0,51.957458,0,0.4,0.64
100-test-1.log,00:33:59.581,86969,1,2597.625,100303,51.957458,-34663,0.4,0.64
100-test-1.log,00:33:59.581,86969,2,2386.01,252326,51.957458,128355,0.4,0.64
100-test-1.log,00:33:59.581,86969,3,2491.817,0,51.957458,0,0.4,0.64
100-test-1.log,00:33:59.593,86982,1,2590.831,99950,51.957458,-34663,0.405,0.64
100-test-1.log,00:33:59.593,86982,2,2391.457,252609,51.957458,128355,0.405,0.64
100-test-1.log,00:33:59.593,86982,3,2491.144,0,51.957458,0,0.405,0.64
100-test-1.log,00:33:59.622,86996,1,2599.357,100393,51.957458,-34663,0.405,0.64
100-test-1.log,00:33:59.622,86996,2,2389.455,252505,51.957458,128355,0.405,0.64
100-test-1.log,00:33:59.622,86996,3,2494.406,0,51.957458,0,0.405,0.64
100-test-1.log,00:33:59.622,87009,1,2601.301,100494,51.957458,-34663,0.405,0.64
100-test-1.log,00:33:59.622,87009,2,2398.231,252961,51.957458,128355,0.405,0.64
100-test-1.log,00:33:59.622,87009,3,2499.766,0,51.957458,0,0.405,0.64
100-test-1.log,00:33:59.633,87022,1,2602.648,100564,51.957458,-34663,0.405,0.64
100-test-1.log,00:33:59.633,87022,2,2401.599,253136,51.957458,128355,0.405,0.64
100-test-1.log,00:33:59.633,87022,3,2502.124,0,51.957458,0,0.405,0.64
100-test-1.log,00:33:59.646,87035,1,2616.621,101290,51.957458,-34663,0.405,0.64
100-test-1.log,00:33:59.646,87035,2,2401.58,253135,51.957458,128355,0.405,0.64
100-test-1.log,00:33:59.646,87035,3,2509.101,0,51.957458,0,0.405,0.64
100-test-1.log,00:33:59.659,87048,1,2616.256,101271,51.957458,-34663,0.405,0.64
